addr,alcohol,ambience,applePay,attire,bikeParking,categories,caters,creditCard,delivery,driveThrough,fri,goodFor,goodForGroups,goodForKids,hasTV,id,mon,noiseLevel,outdoorSeating,parking,phone,price,rating,reservations,sat,sun,takeout,thu,title,tue,waiterService,wed,wifi,yelpPage
"2560 Sloat BlvdSan Francisco, CA 94116",Beer & Wine Only,Casual,,Casual,Yes,"Beer, Wine & Spirits,Sandwiches",No,Yes,No,,7:00 am-9:00 pm,Lunch,No,Yes,No,586,7:00 am-9:00 pm,Average,No,Street,(415) 664-3215,Under $10,4.5 star rating,No,8:00 am-9:00 pm,8:00 am-8:00 pm,Yes,9:00 am-5:00 pm,George’s Zoo Liquor Deli,7:00 am-9:00 pm,No,7:00 am-9:00 pm,No,https://www.yelp.com/ /biz/georges-zoo-liquor-deli-san-francisco
"2198 Folsom StSan Francisco, CA 94110",No,Casual,No,Casual,No,Mexican,No,Yes,No,,10:00 am-8:00 pm,Lunch,Yes,Yes,Yes,587,10:00 am-8:00 pm,Average,No,Street,(415) 255-8372,Under $10,4.0 star rating,No,11:00 am-4:00 pm,Closed,Yes,10:00 am-8:00 pm,El Tepa Taqueria,10:00 am-8:00 pm,No,10:00 am-8:00 pm,Free,https://www.yelp.com/ /biz/el-tepa-taqueria-san-francisco
"1661 Divisadero StSan Francisco, CA 94115",No,Casual,No,Casual,Yes,"Delis,Coffee & Tea",Yes,No,No,,7:00 am-5:00 pm,Lunch,Yes,Yes,Yes,588,7:00 am-5:00 pm,Average,No,Street,(415) 931-4800,Under $10,4.0 star rating,No,8:00 am-3:00 pm,Closed,Yes,7:00 am-5:00 pm,Pete’s Deli &amp; Cafe,7:00 am-5:00 pm,No,7:00 am-5:00 pm,No,https://www.yelp.com/ /biz/petes-deli-and-cafe-san-francisco
"1414 Taylor StSan Francisco, CA 94133",No,Casual,No,Casual,No,"Coffee & Tea,Breakfast & Brunch,Sandwiches",No,Yes,No,,7:30 am-3:00 pm,"Breakfast, Brunch",No,Yes,No,589,Closed,Quiet,Yes,Street,(415) 378-3241,Under $10,4.0 star rating,No,8:00 am-3:00 pm,8:00 am-3:00 pm,Yes,7:30 am-3:00 pm,Cafe Isabella,7:30 am-3:00 pm,No,7:30 am-3:00 pm,No,https://www.yelp.com/ /biz/cafe-isabella-san-francisco
"580 4th StSan Francisco, CA 94107",No,Casual,No,Casual,Yes,Cafes,Yes,No,No,,8:00 am-5:00 pm,,No,No,No,590,8:00 am-5:00 pm,Average,No,,,Under $10,4.5 star rating,No,Closed,Closed,Yes,8:00 am-5:00 pm,Chrome Coffee Bar Powered By Cento,8:00 am-5:00 pm,No,8:00 am-5:00 pm,No,https://www.yelp.com/ /biz/chrome-coffee-bar-powered-by-cento-san-francisco
"San Francisco, CA 94103",No,Casual,,Casual,Yes,"Peruvian,Food Trucks",Yes,Yes,No,,11:30 am-3:00 pm,Lunch,Yes,Yes,No,591,11:30 am-3:00 pm,Average,Yes,Street,(415) 885-9816,Under $10,3.5 star rating,No,Closed,Closed,Yes,11:30 am-3:00 pm,Sanguchón Peruvian Food Truck,11:30 am-3:00 pm,No,11:30 am-3:00 pm,No,https://www.yelp.com/ /biz/sanguch%C3%B3n-peruvian-food-truck-san-francisco-7
"2197 Fillmore StreetSan Francisco, CA 94115",,,No,,Yes,Coffee & Tea,,Yes,,,5:30 am-9:00 pm,,,,,592,5:30 am-9:00 pm,,Yes,Street,(415) 563-9930,Inexpensive,4.0 star rating,,6:00 am-9:00 pm,6:00 am-8:00 pm,Yes,5:30 am-9:00 pm,Peet’s Coffee,5:30 am-9:00 pm,,5:30 am-9:00 pm,Free,https://www.yelp.com/ /biz/peets-coffee-san-francisco-23
"3840 Geary BlvdSan Francisco, CA 94118",No,Casual,No,Casual,Yes,Pizza,No,Yes,Yes,,3:00 pm-2:00 am,Late Night,No,Yes,Yes,593,3:00 pm-2:00 am,Average,No,Street,(415) 752-7777,Under $10,3.5 star rating,No,1:00 pm-2:00 am,1:00 pm-2:00 am,Yes,3:00 pm-2:00 am,Nizario’s Pizza,3:00 pm-2:00 am,No,3:00 pm-2:00 am,No,https://www.yelp.com/ /biz/nizarios-pizza-san-francisco-2
"366 Columbus AveSan Francisco, CA 94133",Beer & Wine Only,"Divey, Casual",Yes,Casual,Yes,"American (Traditional),Cheesesteaks",No,Yes,No,,11:00 am-2:00 am,Late Night,No,Yes,No,594,11:00 am-2:00 am,Average,Yes,Street,(415) 392-2800,Under $10,4.0 star rating,No,11:00 am-2:00 am,11:00 am-2:00 am,Yes,11:00 am-2:00 am,Buster’s Cheesesteak,11:00 am-2:00 am,No,11:00 am-2:00 am,No,https://www.yelp.com/ /biz/busters-cheesesteak-san-francisco
"400 Parnassus StSan Francisco, CA 94122",,,,Casual,Yes,"Coffee & Tea,Food Stands",,Yes,No,,6:00 am-2:30 pm,,No,No,No,595,6:00 am-4:30 pm,,No,,,Under $10,4.5 star rating,No,Closed,Closed,Yes,6:00 am-4:30 pm,Caffe Terzetto Express,6:00 am-4:30 pm,No,6:00 am-4:30 pm,,https://www.yelp.com/ /biz/caffe-terzetto-express-san-francisco
"595 Mission StreetSan Francisco, CA 94105",,,No,,Yes,Coffee & Tea,,Yes,,,5:00 am-6:30 pm,,,,,596,5:00 am-6:30 pm,,No,Street,(415) 495-4323,Inexpensive,4.0 star rating,,Closed,Closed,Yes,5:00 am-6:30 pm,Peet’s Coffee,5:00 am-6:30 pm,,5:00 am-6:30 pm,Free,https://www.yelp.com/ /biz/peets-coffee-san-francisco-34
"1524 Silver AveSan Francisco, CA 94134",Full Bar,Casual,No,Casual,No,"Beer, Wine & Spirits,Sandwiches",Yes,Yes,No,,7:00 am-2:00 am,Lunch,No,No,No,597,7:00 am-1:00 am,Average,No,Street,(415) 468-0985,Under $10,4.5 star rating,No,9:00 am-2:00 am,9:00 am-12:00 am,Yes,7:00 am-1:00 am,White Palace Liquor Store,7:00 am-1:00 am,No,7:00 am-1:00 am,No,https://www.yelp.com/ /biz/white-palace-liquor-store-san-francisco-4
"1919 Hyde StSan Francisco, CA 94109",Beer & Wine Only,Casual,No,Casual,Yes,"Pizza,Beer Bar",Yes,Yes,Yes,,12:00 pm-11:00 pm,"Lunch, Dinner",No,Yes,Yes,598,12:00 pm-11:00 pm,Average,Yes,Street,(415) 771-3100,Under $10,4.0 star rating,No,11:00 am-3:00 am,12:00 pm-10:00 pm,Yes,12:00 pm-11:00 pm,Za Pizza,12:00 pm-11:00 pm,Yes,12:00 pm-11:00 pm,No,https://www.yelp.com/ /biz/za-pizza-san-francisco
"215 Fremont StSan Francisco, CA 94105",,,Yes,,Yes,"Coffee & Tea,Juice Bars & Smoothies",Yes,Yes,,,6:00 am-4:00 pm,,,,,599,6:00 am-4:00 pm,,No,Street,(415) 222-9918,Inexpensive,4.5 star rating,,Closed,Closed,Yes,6:00 am-4:00 pm,Prima Cafe,6:00 am-4:00 pm,,6:00 am-4:00 pm,Free,https://www.yelp.com/ /biz/prima-cafe-san-francisco
"401 Golden Gate AveSan Francisco, CA 94102",,,Yes,,Yes,Coffee & Tea,,Yes,,,6:00 am-3:30 pm,,,,,600,6:00 am-3:30 pm,,No,Street,(415) 503-1476,Inexpensive,4.0 star rating,,Closed,Closed,Yes,6:00 am-3:30 pm,The Coffee Smith,6:00 am-3:30 pm,,6:00 am-3:30 pm,Free,https://www.yelp.com/ /biz/the-coffee-smith-san-francisco-2
"3643 Balboa StSan Francisco, CA 94121",,,No,,Yes,Coffee & Tea,,Yes,,,7:00 am-10:00 pm,,,,,601,7:00 am-10:00 pm,,No,Street,(415) 221-6063,Inexpensive,4.5 star rating,,7:30 am-10:00 pm,7:30 am-10:00 pm,Yes,7:00 am-10:00 pm,La Promenade Café,7:00 am-10:00 pm,,7:00 am-10:00 pm,Free,https://www.yelp.com/ /biz/la-promenade-caf%C3%A9-san-francisco-2
"San Francisco, CA 94110",Full Bar,,,,Yes,"Karaoke,Party & Event Planning",,No,,,3:00 pm-2:00 am,,Yes,,Yes,602,3:00 pm-2:00 am,Loud,Yes,,(415) 523-0523,Inexpensive,5.0 star rating,,3:00 pm-2:00 am,3:00 pm-2:00 am,,3:00 pm-2:00 am,KJ Paul Karaoke,3:00 pm-2:00 am,,3:00 pm-2:00 am,,https://www.yelp.com/ /biz/kj-paul-karaoke-san-francisco
"901 Grant AveSan Francisco, CA 94108",Full Bar,Divey,No,,Yes,Dive Bars,,No,,,1:00 pm-2:00 am,,Yes,,Yes,603,1:00 pm-2:00 am,Average,No,Street,(415) 362-1792,Inexpensive,4.0 star rating,No,1:00 pm-2:00 am,1:00 pm-2:00 am,,1:00 pm-2:00 am,Buddha Lounge,1:00 pm-2:00 am,,1:00 pm-2:00 am,,https://www.yelp.com/ /biz/buddha-lounge-san-francisco
"423 Columbus AveSan Francisco, CA 94133",Beer & Wine Only,Casual,No,Casual,Yes,"Coffee & Tea,Desserts,Sandwiches",No,No,No,,7:00 am-12:00 am,Dessert,Yes,Yes,No,604,7:00 am-11:00 pm,Average,Yes,Street,(415) 397-6261,Under $10,4.0 star rating,No,7:00 am-12:00 am,7:00 am-11:00 pm,Yes,7:00 am-11:00 pm,Caffe Greco,7:00 am-11:00 pm,No,7:00 am-11:00 pm,Free,https://www.yelp.com/ /biz/caffe-greco-san-francisco
"1797 Haight StSan Francisco, CA 94117",Beer & Wine Only,Casual,No,Casual,Yes,Mexican,No,No,No,,11:00 am-9:00 pm,Lunch,Yes,Yes,Yes,605,11:00 am-9:00 pm,Average,No,Street,(415) 668-7717,Under $10,3.5 star rating,No,12:00 pm-9:00 pm,11:00 am-9:00 pm,Yes,11:00 am-9:00 pm,Zona Rosa,11:00 am-9:00 pm,No,11:00 am-9:00 pm,No,https://www.yelp.com/ /biz/zona-rosa-san-francisco
"5625 Geary BlvdSan Francisco, CA 94121",Full Bar,Casual,No,Casual,Yes,"Pubs,Irish",No,Yes,No,,2:00 pm-2:00 am,,Yes,No,Yes,606,2:00 pm-2:00 am,Average,Yes,"Street, Private Lot",(415) 386-9914,Under $10,4.0 star rating,No,10:00 am-2:00 am,10:00 am-2:00 am,No,2:00 pm-2:00 am,The Blarney Stone,2:00 pm-2:00 am,No,2:00 pm-2:00 am,Free,https://www.yelp.com/ /biz/the-blarney-stone-san-francisco
"4 Embarcadero CtrSan Francisco, CA 94111",No,,,Casual,Yes,"Coffee & Tea,Cafes",No,Yes,No,,7:00 am-5:00 pm,,No,No,No,607,7:00 am-5:00 pm,Average,Yes,Garage,(415) 434-4472,Under $10,4.5 star rating,No,9:00 am-3:00 pm,Closed,Yes,7:00 am-5:00 pm,Paramo Coffee Company,7:00 am-5:00 pm,No,7:00 am-5:00 pm,No,https://www.yelp.com/ /biz/paramo-coffee-company-san-francisco-2
"1301 Mission StSan Francisco, CA 94103",,,No,,Yes,Coffee & Tea,,Yes,,,7:00 am-6:00 pm,,,,,608,7:00 am-6:00 pm,,No,Street,(628) 400-4376,Inexpensive,4.5 star rating,,8:00 am-4:00 pm,8:00 am-4:00 pm,Yes,7:00 am-6:00 pm,Coffee Cultures,7:00 am-6:00 pm,,7:00 am-6:00 pm,Free,https://www.yelp.com/ /biz/coffee-cultures-san-francisco-3
"3150 18th StSan Francisco, CA 94110",,,,,Yes,"Accessories,Printing Services",,Yes,,,9:00 am-6:00 pm,,,,,609,9:00 am-6:00 pm,,,Street,(415) 990-0594,Inexpensive,5.0 star rating,,Closed,Closed,,9:00 am-6:00 pm,Broken Seal Buttons,9:00 am-6:00 pm,,9:00 am-6:00 pm,,https://www.yelp.com/ /biz/broken-seal-buttons-san-francisco
"3318 Steiner StSan Francisco, CA 94123",Beer & Wine Only,Casual,No,Casual,Yes,Mexican,Yes,Yes,Yes,,11:00 am-11:00 pm,"Lunch, Dinner, Late Night",No,Yes,No,610,11:00 am-10:00 pm,Average,Yes,Street,(415) 921-8662,Under $10,4.0 star rating,No,10:30 am-11:00 pm,10:30 am-9:00 pm,Yes,11:00 am-10:00 pm,Toma,11:00 am-10:00 pm,No,11:00 am-10:00 pm,No,https://www.yelp.com/ /biz/toma-san-francisco
"111 Sutter StSan Francisco, CA 94104",No,Casual,No,Casual,Yes,"Convenience Stores,Delis,Korean",No,Yes,No,,7:30 am-6:30 pm,Lunch,No,Yes,No,611,7:30 am-6:30 pm,Quiet,No,Street,(415) 392-0612,Under $10,4.0 star rating,No,Closed,Closed,Yes,7:30 am-6:30 pm,Henry’s Cafe &amp; Deli,7:30 am-6:30 pm,No,7:30 am-6:30 pm,No,https://www.yelp.com/ /biz/henrys-cafe-and-deli-san-francisco-2
"3692 18th StSan Francisco, CA 94110",,,No,,Yes,"Ice Cream & Frozen Yogurt,Bakeries",No,Yes,No,,11:00 am-10:00 pm,,,,,612,11:00 am-10:00 pm,,,Street,(415) 626-5600,Inexpensive,4.5 star rating,,11:00 am-10:00 pm,11:00 am-10:00 pm,Yes,11:00 am-10:00 pm,Bi-Rite Creamery,11:00 am-10:00 pm,,11:00 am-10:00 pm,No,https://www.yelp.com/ /biz/bi-rite-creamery-san-francisco
"446 Valencia StSan Francisco, CA 94103",No,Casual,No,,Yes,"Performing Arts,Comedy Clubs,Specialty Schools",,Yes,,,10:30 pm-12:00 am,,Yes,No,No,613,8:00 pm-12:00 am,Average,No,Street,(415) 854-2262,Inexpensive,5.0 star rating,,10:30 am-12:00 am,Closed,,8:00 pm-12:00 am,EndGames Improv,8:00 pm-12:00 am,,8:00 pm-12:00 am,,https://www.yelp.com/ /biz/endgames-improv-san-francisco
"217 Montgomery StreetSan Francisco, CA 94104",,,Yes,,No,Coffee & Tea,,Yes,,,5:00 am-6:30 pm,,,,,614,5:00 am-6:30 pm,,No,,(415) 421-8420,Inexpensive,4.0 star rating,,Closed,Closed,Yes,5:00 am-6:30 pm,Peet’s Coffee,5:00 am-6:30 pm,,5:00 am-6:30 pm,Free,https://www.yelp.com/ /biz/peets-coffee-san-francisco-21
"5900 3rd StSan Francisco, CA 94124",Full Bar,,,Casual,Yes,"Grocery,Delis",,Yes,No,,8:00 am-8:00 pm,Lunch,Yes,Yes,No,615,8:00 am-8:00 pm,Quiet,No,,(415) 349-4988,Under $10,4.5 star rating,No,8:00 am-8:00 pm,9:00 am-8:00 pm,Yes,8:00 am-8:00 pm,Duc Loi’s Pantry,8:00 am-8:00 pm,,8:00 am-8:00 pm,,https://www.yelp.com/ /biz/duc-lois-pantry-san-francisco
"1 Front StSan Francisco, CA 94111",No,Casual,No,Casual,Yes,"Sandwiches,American (Traditional)",Yes,Yes,No,,6:00 am-3:30 pm,Breakfast,No,Yes,No,616,6:00 am-3:30 pm,Average,No,Street,(415) 989-3244,Under $10,4.0 star rating,No,Closed,Closed,Yes,6:00 am-3:30 pm,Front Door Cafe,6:00 am-3:30 pm,No,6:00 am-3:30 pm,No,https://www.yelp.com/ /biz/front-door-cafe-san-francisco
"370 Fourth StreetSan Francisco, CA 94107",,,Yes,,Yes,Coffee & Tea,,Yes,,,5:30 am-7:00 pm,,,,,617,5:30 am-7:00 pm,,No,Street,(415) 230-3091,Inexpensive,4.0 star rating,,6:30 am-6:00 pm,6:30 am-6:00 pm,Yes,5:30 am-7:00 pm,Peet’s Coffee,5:30 am-7:00 pm,,5:30 am-7:00 pm,Free,https://www.yelp.com/ /biz/peets-coffee-san-francisco-32
"1414 Market StSan Francisco, CA 94102",Full Bar,Divey,No,,Yes,Dive Bars,,Yes,,,11:00 am-2:00 am,,Yes,,Yes,618,11:00 am-2:00 am,Average,No,Street,(415) 355-9800,Inexpensive,4.0 star rating,No,11:00 am-2:00 am,11:00 am-2:00 am,,11:00 am-2:00 am,The Hot Spot,11:00 am-2:00 am,,11:00 am-2:00 am,,https://www.yelp.com/ /biz/the-hot-spot-san-francisco
"1122 Folsom StSan Francisco, CA 94103",Beer & Wine Only,Hipster,Yes,Casual,Yes,"Cafes,Laundromat",No,Yes,No,,7:00 am-9:00 pm,Lunch,Yes,No,No,619,7:00 am-9:00 pm,Average,Yes,Street,(415) 861-3663,Under $10,3.5 star rating,No,9:00 am-8:00 pm,9:00 am-8:00 pm,Yes,7:00 am-9:00 pm,Brainwash Cafe &amp; Laundromat,7:00 am-9:00 pm,No,7:00 am-9:00 pm,Free,https://www.yelp.com/ /biz/brainwash-cafe-and-laundromat-san-francisco
"180 Church StSan Francisco, CA 94114",Beer & Wine Only,Casual,No,Casual,Yes,Mexican,No,Yes,No,,10:00 am-12:00 am,Lunch,Yes,Yes,Yes,620,10:00 am-12:00 am,Quiet,No,Street,(415) 551-2272,Under $10,3.5 star rating,No,10:00 am-12:00 am,10:00 am-12:00 am,Yes,10:00 am-12:00 am,Casa Mexicana,10:00 am-12:00 am,No,10:00 am-12:00 am,No,https://www.yelp.com/ /biz/casa-mexicana-san-francisco
"1596 Market StSan Francisco, CA 94102",No,Casual,No,Casual,Yes,"Bakeries,Cafes,Breakfast & Brunch",Yes,Yes,Yes,,7:00 am-8:00 pm,"Breakfast, Dessert",No,Yes,No,621,7:00 am-8:00 pm,Average,No,Street,(415) 864-2755,Under $10,4.0 star rating,No,10:00 am-5:00 pm,Closed,Yes,7:00 am-8:00 pm,The Pastry Cupboard,7:00 am-8:00 pm,No,7:00 am-8:00 pm,Free,https://www.yelp.com/ /biz/the-pastry-cupboard-san-francisco-3
"951 Irving StSan Francisco, CA 94122",Full Bar,,,Casual,No,"Beer, Wine & Spirits,Delis,Sandwiches",No,Yes,No,,8:00 am-11:00 pm,,Yes,Yes,Yes,622,8:00 am-10:00 pm,Quiet,No,Street,(415) 661-5151,Under $10,4.0 star rating,No,9:00 am-11:00 pm,9:00 am-9:00 pm,Yes,8:00 am-10:00 pm,Eddy’s Food Store,8:00 am-10:00 pm,No,8:00 am-10:00 pm,,https://www.yelp.com/ /biz/eddys-food-store-san-francisco
"420 Geary StSan Francisco, CA 94102",Beer & Wine Only,Casual,No,Casual,No,"Thai,Desserts,Vegan",Yes,Yes,Yes,,11:00 am-3:00 pm4:00 pm-12:00 am,"Lunch, Dinner",No,Yes,Yes,623,11:00 am-3:00 pm4:00 pm-12:00 am,Average,No,Street,(415) 346-3121,Under $10,3.5 star rating,No,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,Yes,11:00 am-3:00 pm4:00 pm-12:00 am,Chabaa Thai Cuisine,11:00 am-3:00 pm4:00 pm-12:00 am,Yes,11:00 am-3:00 pm4:00 pm-12:00 am,No,https://www.yelp.com/ /biz/chabaa-thai-cuisine-san-francisco-2
"1723 Polk StSan Francisco, CA 94109",Full Bar,Casual,,,Yes,"Gay Bars,Dance Clubs",,Yes,,,9:00 am-2:00 am,,Yes,,Yes,624,9:00 am-2:00 am,Average,Yes,Street,(415) 776-4162,Inexpensive,4.0 star rating,No,6:00 am-2:00 am,6:00 am-2:00 am,,9:00 am-2:00 am,The Cinch,9:00 am-2:00 am,,9:00 am-2:00 am,,https://www.yelp.com/ /biz/the-cinch-san-francisco
"2810 Diamond StSan Francisco, CA 94131",No,,No,Casual,Yes,"Ice Cream & Frozen Yogurt,Bubble Tea,Sandwiches",Yes,Yes,No,,12:00 pm-10:00 pm,Dessert,Yes,Yes,Yes,625,2:00 pm-9:00 pm,,No,Street,(415) 839-5282,Under $10,3.5 star rating,No,11:00 am-10:00 pm,11:00 am-9:00 pm,Yes,2:00 pm-9:00 pm,Rockit Swirl,2:00 pm-9:00 pm,No,2:00 pm-9:00 pm,Free,https://www.yelp.com/ /biz/rockit-swirl-san-francisco-2
"10 Mason StSan Francisco, CA 94102",Beer & Wine Only,Divey,No,Casual,Yes,Mexican,No,No,No,,9:00 am-10:00 pm,Lunch,Yes,Yes,Yes,626,9:00 am-9:00 pm,Average,No,Street,(415) 986-0426,Under $10,4.0 star rating,No,9:00 am-10:00 pm,9:00 am-10:00 pm,Yes,9:00 am-9:00 pm,Taqueria Castillo Mason,9:00 am-9:00 pm,No,9:00 am-9:00 pm,No,https://www.yelp.com/ /biz/taqueria-castillo-mason-san-francisco
"2500 Geary BlvdSan Francisco, CA 94115",No,Casual,No,Casual,Yes,"Burgers,Hot Dogs,Sandwiches",No,No,No,No,9:00 am-9:30 pm,Lunch,No,Yes,No,627,9:00 am-9:30 pm,Average,Yes,Private Lot,(415) 931-2416,Under $10,3.5 star rating,No,9:30 am-9:30 pm,9:30 am-8:30 pm,Yes,9:00 am-9:30 pm,Tony’s Cable Car Restaurant,9:00 am-9:30 pm,No,9:00 am-9:30 pm,No,https://www.yelp.com/ /biz/tonys-cable-car-restaurant-san-francisco
"639 Clement StSan Francisco, CA 94118",No,Casual,No,Casual,Yes,"Thai,Noodles",No,No,Yes,,11:30 am-1:00 am,Dinner,No,Yes,Yes,628,11:30 am-1:00 am,Average,No,Street,(415) 752-5198,Under $10,3.5 star rating,No,11:30 am-1:30 am,11:30 am-1:30 am,Yes,11:30 am-1:00 am,King of Thai Noodle House,11:30 am-1:00 am,Yes,11:30 am-1:00 am,No,https://www.yelp.com/ /biz/king-of-thai-noodle-house-san-francisco-4
,No,,,Casual,,"Pizza,Food Stands",Yes,No,No,,Closed,"Breakfast, Brunch",Yes,Yes,No,629,Closed,Average,Yes,,(510) 708-5040,Under $10,4.5 star rating,No,7:00 am-2:00 pm,Closed,Yes,Closed,Copper Top Ovens,Closed,No,Closed,No,https://www.yelp.com/ /biz/copper-top-ovens-san-francisco
,,,No,,Yes,"Spray Tanning,Reiki",,Yes,,,10:00 am-7:00 pm,,,,,630,10:00 am-7:00 pm,,,"Street, Private Lot",(415) 860-4123,Inexpensive,5.0 star rating,,11:00 am-3:00 pm,11:00 am-3:00 pm,,10:00 am-7:00 pm,Bronze Organics,10:00 am-7:00 pm,,10:00 am-7:00 pm,,https://www.yelp.com/ /biz/bronze-organics-san-francisco
"1368 Irving StSan Francisco, CA 94122",Full Bar,Divey,No,,Yes,Sports Bars,,Yes,,,12:00 pm-2:00 am,,Yes,,Yes,631,12:00 pm-2:00 am,Average,No,Street,(415) 742-5572,Inexpensive,4.0 star rating,No,12:00 pm-2:00 am,12:00 pm-2:00 am,,12:00 pm-2:00 am,The Corner Spot,12:00 pm-2:00 am,,12:00 pm-2:00 am,,https://www.yelp.com/ /biz/the-corner-spot-san-francisco
"3815 Noriega StSan Francisco, CA 94122",Beer & Wine Only,Casual,No,Casual,No,"Cafes,Wine Bars",Yes,Yes,No,,7:00 am-8:00 pm,,No,Yes,Yes,632,7:00 am-8:00 pm,Average,No,Street,(415) 379-4459,Under $10,4.5 star rating,No,7:00 am-10:00 pm,7:00 am-8:00 pm,Yes,7:00 am-8:00 pm,Yonkers Cafe,7:00 am-8:00 pm,No,7:00 am-8:00 pm,Free,https://www.yelp.com/ /biz/yonkers-cafe-san-francisco
"2420 Mission StSan Francisco, CA 94110",No,Divey,No,Casual,Yes,Breakfast & Brunch,No,Yes,No,,7:00 am-3:00 pm,Breakfast,Yes,Yes,No,633,7:00 am-3:00 pm,Average,No,Street,(415) 285-6020,Under $10,3.5 star rating,No,7:00 am-3:00 pm,Closed,Yes,7:00 am-3:00 pm,Jim’s Restaurant,7:00 am-3:00 pm,Yes,7:00 am-3:00 pm,No,https://www.yelp.com/ /biz/jims-restaurant-san-francisco
"2257 Market StreetSan Francisco, CA 94114",,,Yes,,Yes,Coffee & Tea,Yes,Yes,,,5:30 am-9:00 pm,,,,,634,5:30 am-8:00 pm,,Yes,Street,(415) 626-6416,Inexpensive,3.5 star rating,,6:30 am-9:00 pm,7:00 am-8:00 pm,Yes,5:30 am-8:00 pm,Peet’s Coffee,5:30 am-8:00 pm,,5:30 am-8:00 pm,Free,https://www.yelp.com/ /biz/peets-coffee-san-francisco-27
"3601 26th StSan Francisco, CA 94110",Beer & Wine Only,Casual,Yes,Casual,Yes,Chinese,Yes,Yes,Yes,,11:00 am-10:00 pm,Dinner,Yes,Yes,No,635,11:00 am-10:00 pm,Quiet,No,Street,(415) 695-7678,Under $10,3.5 star rating,Yes,11:00 am-10:00 pm,11:00 am-10:00 pm,Yes,11:00 am-10:00 pm,Wild Pepper,11:00 am-10:00 pm,Yes,11:00 am-10:00 pm,No,https://www.yelp.com/ /biz/wild-pepper-san-francisco
"1155 Grant AveSan Francisco, CA 94133",Full Bar,Divey,,,Yes,"Karaoke,Bars",,Yes,,,,,Yes,,Yes,636,,Very Loud,No,Street,(415) 421-6730,Inexpensive,4.0 star rating,No,,,,,Bow Bow Cocktail Lounge,,,,,https://www.yelp.com/ /biz/bow-bow-cocktail-lounge-san-francisco
"1500 S Van Ness AveSan Francisco, CA 94110",No,,,Casual,Yes,American (Traditional),No,Yes,No,,,Brunch,Yes,Yes,No,637,,Quiet,No,Street,(415) 550-2382,Under $10,4.0 star rating,No,,,Yes,,My Corner Cafe,,No,,Free,https://www.yelp.com/ /biz/my-corner-cafe-san-francisco
"375 11th StSan Francisco, CA 94103",Full Bar,,,,Yes,"Dance Clubs,Lounges",,Yes,,,Closed,,Yes,,No,638,9:30 pm-2:30 am,Loud,No,Street,(415) 626-1409,Inexpensive,4.0 star rating,Yes,Closed,Closed,,Closed,Death Guild,Closed,,Closed,,https://www.yelp.com/ /biz/death-guild-san-francisco-2
"2850 Jones StSan Francisco, CA 94133",No,Casual,No,Casual,Yes,"Argentine,Burgers",No,No,No,No,,Lunch,Yes,Yes,No,639,,Average,Yes,Street,(415) 577-4223,Under $10,4.0 star rating,No,,,Yes,,Tanguito,,Yes,,No,https://www.yelp.com/ /biz/tanguito-san-francisco
"932 Geneva AveSan Francisco, CA 94112",Beer & Wine Only,Casual,Yes,Casual,Yes,"Sandwiches,Cheesesteaks",Yes,Yes,No,,11:00 am-10:00 pm,"Lunch, Dinner",Yes,Yes,Yes,640,11:00 am-10:00 pm,Average,No,Street,(415) 334-9606,Under $10,4.0 star rating,No,11:00 am-10:00 pm,12:00 pm-8:00 pm,Yes,11:00 am-10:00 pm,Phillies,11:00 am-10:00 pm,No,11:00 am-10:00 pm,Free,https://www.yelp.com/ /biz/phillies-san-francisco
"2575 Judah StSan Francisco, CA 94122",No,Casual,No,Casual,No,"Desserts,Creperies,Bubble Tea",No,No,No,,2:00 pm-12:00 am,Dessert,Yes,Yes,Yes,641,2:00 pm-11:00 pm,Average,No,Street,(415) 379-4892,Under $10,4.0 star rating,No,1:00 pm-12:00 am,Closed,Yes,2:00 pm-11:00 pm,Crepe Temptations,2:00 pm-11:00 pm,No,2:00 pm-10:00 pm,Free,https://www.yelp.com/ /biz/crepe-temptations-san-francisco-2
"1708 Irving StSan Francisco, CA 94122",No,Casual,No,Casual,Yes,"Do-It-Yourself Food,Chinese",No,Yes,No,,8:30 am-7:00 pm,,No,Yes,No,642,8:30 am-7:00 pm,Quiet,No,Street,(415) 753-9308,Under $10,4.0 star rating,No,8:30 am-7:00 pm,8:30 am-7:00 pm,Yes,8:30 am-7:00 pm,Yummy Dumpling,8:30 am-7:00 pm,No,8:30 am-7:00 pm,No,https://www.yelp.com/ /biz/yummy-dumpling-san-francisco
"Shotwell &amp; 16th StSan Francisco, CA 94103",No,,,Casual,Yes,"Food Stands,Mexican",No,No,No,,,Lunch,Yes,Yes,No,643,,Average,No,Street,(415) 559-6127,Under $10,4.0 star rating,Yes,,,Yes,,San Buena Taco Truck,,No,,No,https://www.yelp.com/ /biz/san-buena-taco-truck-san-francisco-4
