id,title,popularity,rating,price,cuisine,phone,food_rating,service_rating,value_rating,atmosphere_rating,price_range,feature,mon,tue,wed,thu,fri,sat,sun,address,description
360,Saha,"#361 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Middle Eastern,Mediterranean,Vegetarian Friendly,Gluten Free Options",+1 415-345-9547,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$41 -$80,"Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Reservations, Buffet",6:00 pm - 10:00 pm,6:00 pm - 10:00 pm,6:00 pm - 10:00 pm,6:00 pm - 11:00 pm,6:00 pm - 11:00 pm,,,"1075 Sutter St,San Francisco, CA 94109-5817","Address:1075 Sutter St,San Francisco, CA 94109-5817(Hyde & Larkin)Public Transportation:#2,3,4Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-345-9547trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
361,The Flying Falafel,"#362 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Fast Food,Mediterranean,Middle Eastern,Lebanese,Greek,Vegan Options,Gluten Free Options",+1 415-964-1003,5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,,,"Takeout, Wheelchair Accessible",10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,"1051 Market St,San Francisco, CA 94103-1605","Address:1051 Market St,San Francisco, CA 94103-1605Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-964-1003trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
362,Hong Kong Clay Pot Restaurant,"#363 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Chinese,Asian",+1 415-989-2638,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,$15 -$20,"Takeout, Seating, Waitstaff, Serves Alcohol, Free Wifi",11:00 am - 9:00 pm,11:00 am - 9:00 pm,,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,"960 Grant Ave,San Francisco, CA 94108-1302","Address:960 Grant Ave,San Francisco, CA 94108-1302Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;ChinatownNeighborhood: ChinatownPhone Number:+1 415-989-2638trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
363,Lauren of Lomade,"#364 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,$$ - $$$,"Lebanese,Mediterranean,Fusion",,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,,,,,,,,,"San Francisco, CA","Address:San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMatrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
364,Bobo's Steakhouse,"#365 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$$$,"American,Steakhouse,Seafood",+1 415-683-7007,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$31 -$80,"Reservations, Seating, Waitstaff, Parking Available, Valet Parking, Serves Alcohol, Full Bar",5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,"1450 Lombard Street,Van Ness,San Francisco, CA 94123","Address:1450 Lombard Street,Van Ness,San Francisco, CA 94123(Van Ness Avenue)Public Transportation:MUNI: 47, 49, 30Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Marina DistrictNeighborhood: Marina DistrictPhone Number:+1 415-683-7007trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
365,Hayes Street Grill,"#366 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American,Seafood",+1 415-863-5545,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$40 -$80,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Wheelchair Accessible",11:30 am - 9:00 pm,11:30 am - 9:00 pm,11:30 am - 9:00 pm,11:30 am - 9:00 pm,11:30 am - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 8:30 pm,"320 Hayes St,San Francisco, CA 94102-4421","Address:320 Hayes St,San Francisco, CA 94102-4421(Franklin Street)Public Transportation:Bart Civic Center stop MUNI Van Ness and Hayes 21 Hayes bus in front of restaurant ...............Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Hayes ValleyNeighborhood: Hayes ValleyPhone Number:+1 415-863-5545trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
366,Aliment,"#367 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,American,+1 415-829-2737,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,"786 Bush St,San Francisco, CA 94108-3403","Address:786 Bush St,San Francisco, CA 94108-3403Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-829-2737trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
367,Daniels Cafe,"#368 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"American,Cafe",+1 415-956-1760,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,,"Takeout, Outdoor Seating, Seating, Wheelchair Accessible",7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,"154 Ellis St,San Francisco, CA 94102-2122","Address:154 Ellis St,San Francisco, CA 94102-2122Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-956-1760trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
368,Acquolina,"#369 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Italian,Pizza",+1 415-781-0331,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,$10 -$30,"Takeout, Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Waitstaff",,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:30 pm,12:00 pm - 10:30 pm,12:00 pm - 10:00 pm,"1600 Stockton St,San Francisco, CA 94133-3316","Address:1600 Stockton St,San Francisco, CA 94133-3316Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-781-0331trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
369,Louis' Restaurant,"#370 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American, Diner",+1 415-387-6330,4 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$12 -$12,"Seating, Waitstaff, Wheelchair Accessible, Takeout, Serves Alcohol",6:30 am - 6:00 pm,6:30 am - 6:00 pm,6:30 am - 6:00 pm,6:30 am - 6:00 pm,6:30 am - 6:00 pm,6:30 am - 6:00 pm,6:30 am - 6:00 pm,"902 Point Lobos Ave,San Francisco, CA 94121-1448","Address:902 Point Lobos Ave,San Francisco, CA 94121-1448Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-387-6330trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
370,Atelier Crenn,"#371 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,French,+1 415-440-0460,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover",,5:30 pm - 8:30 pm,5:30 pm - 8:30 pm,5:30 pm - 8:30 pm,5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,,"3127 Fillmore St,San Francisco, CA 94123-3416","Address:3127 Fillmore St,San Francisco, CA 94123-3416(Filbert)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Marina DistrictNeighborhood: Marina DistrictPhone Number:+1 415-440-0460trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
371,Tarantino's Restaurant,"#372 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American,Seafood,Soups,Italian",+1 415-775-5600,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$12 -$30,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Takeout",11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,"206 Jefferson St,San Francisco, CA 94133-1106","Address:206 Jefferson St,San Francisco, CA 94133-1106Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharfPhone Number:+1 415-775-5600trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
372,Forbes Island,"#373 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"French,American,Cajun & Creole,Seafood",+1 415-951-4900,4 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$41 -$80,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Private Dining, Validated Parking",5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,"Between Pier 39 and 41,San Francisco, CA 94133-1009","Address:Between Pier 39 and 41,San Francisco, CA 94133-1009Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharfPhone Number:+1 415-951-4900trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
373,Firefly Restaurant,"#374 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,American,+1 415-821-7652,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$30 -$40,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 9:00 pm,"4288 24th St,San Francisco, CA 94114-3617","Address:4288 24th St,San Francisco, CA 94114-3617(Douglass)Public Transportation:48 Quintara stops right out front. 2 blocks from 24 Divisadero (Castro St.) Visit our website for more detailed transit information.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Noe ValleyNeighborhood: Noe ValleyPhone Number:+1 415-821-7652trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
374,Tony's Coal Fired Pizza and Slice House,"#375 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Italian,Pizza",,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,,$5 -$25,"Takeout, Seating, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Serves Alcohol",11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 11:00 pm,11:30 am - 11:00 pm,11:30 am - 11:00 pm,11:30 am - 11:00 pm,11:30 am - 11:00 pm,"1556 Stockton St,San Francisco, CA 94133-3306","Address:1556 Stockton St,San Francisco, CA 94133-3306Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HilltrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
375,Tosca Cafe,"#376 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,Italian,+1 415-986-9651,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Wheelchair Accessible",,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,"242 Columbus Ave,San Francisco, CA 94133-4509","Address:242 Columbus Ave,San Francisco, CA 94133-4509Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-986-9651trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
376,The New Village Cafe,"#377 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"American,Cafe",+1 415-771-9598,4.5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,$10,"Takeout, Seating, Waitstaff, Wheelchair Accessible",7:00 am - 3:30 pm,7:00 am - 3:30 pm,7:00 am - 3:30 pm,7:00 am - 3:30 pm,7:00 am - 3:30 pm,7:00 am - 3:30 pm,7:00 am - 3:30 pm,"1426 Polk St,San Francisco, CA 94109-4616","Address:1426 Polk St,San Francisco, CA 94109-4616Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-771-9598trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
377,Alfred's Steakhouse,"#378 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$$$,"American,Steakhouse",+1 415-781-7058,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,$31 -$80,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Private Dining, Validated Parking, Wheelchair Accessible",4:00 pm - 10:00 pm,4:00 pm - 10:00 pm,4:00 pm - 10:00 pm,11:30 am - 10:00 pm,4:00 pm - 11:00 pm,5:30 pm - 11:00 pm,,"659 Merchant St,San Francisco, CA 94111-2505","Address:659 Merchant St,San Francisco, CA 94111-2505(Kearny)Public Transportation:#15 bus #41 busLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-781-7058trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
378,The Mill,"#379 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Cafe,American",,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,,"Seating, Wheelchair Accessible, Takeout",7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,"736 Divisadero St,San Francisco, CA 94117-1504","Address:736 Divisadero St,San Francisco, CA 94117-1504Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscotrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
379,Pantarei,"#380 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,Italian,+1 415-591-0900,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Outdoor Seating, Wheelchair Accessible",11:30 am - 11:30 pm,11:30 am - 11:30 pm,11:30 am - 11:30 pm,11:30 am - 11:30 pm,11:30 am - 12:30 am,11:30 am - 12:30 am,11:30 am - 11:30 pm,"Columbus and Stockton Street,San Francisco, CA","Address:Columbus and Stockton Street,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-591-0900trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
380,The Starlight Room,"#381 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Bar, Contemporary",+1 415-395-8595,3.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,$25 -$30,"Seating, Waitstaff, Serves Alcohol, Full Bar, Wheelchair Accessible",6:00 pm - 12:00 am,6:00 pm - 12:00 am,6:00 pm - 12:00 am,6:00 pm - 12:00 am,6:00 pm - 12:00 am,6:00 pm - 12:00 am,11:00 am - 12:00 am,"450 Powell St.,Sir Francis Drake,San Francisco, CA 94105","Address:450 Powell St.,Sir Francis Drake,San Francisco, CA 94105Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-395-8595trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
381,Fringale,"#382 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,French,+1 415-543-0573,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$21 -$80,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Wheelchair Accessible",5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 am - 9:30 pm,11:30 am - 2:30 pm,5:30 pm - 10:30 pm,5:30 pm - 9:30 pm,"570 4th St,San Francisco, CA 94107-1620","Address:570 4th St,San Francisco, CA 94107-1620(Bryant & Brannan)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-543-0573trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
382,Cafe Zoetrope,"#383 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Italian, Wine Bar",+1 415-291-1700,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$30 -$40,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 9:00 pm,"916 Kearny Street,San Francisco, CA 94133-5107","Address:916 Kearny Street,San Francisco, CA 94133-5107(Columbus Ave.)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-291-1700trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
383,Miss Saigon,"#384 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Asian,Vietnamese",+1 415-522-0332,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,$5 -$10,"Takeout, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,12:00 pm - 9:00 pm,12:00 pm - 9:00 pm,"100 6th St,San Francisco, CA 94103-2815","Address:100 6th St,San Francisco, CA 94103-2815Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-522-0332trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
384,Veganburg,"#385 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,$,"Fast Food,Vegetarian Friendly,Vegan Options",4155488000,5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,,"Takeout, Seating, Wheelchair Accessible",,,,,,,,"1466 Haight St,San Francisco, CA 94117","Address:1466 Haight St,San Francisco, CA 94117Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Haight-AshburyNeighborhood: Haight-AshburyPhone Number:4155488000trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
385,Trace,"#386 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American,Gluten Free Options",+1 415-817-7836,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$21 -$40,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Parking Available, Valet Parking",6:00 am - 10:00 pm,6:00 am - 10:00 pm,6:00 am - 10:00 pm,6:00 am - 10:00 pm,6:00 am - 11:00 pm,6:00 am - 11:00 pm,,"181 3rd St,San Francisco, CA 94103-3107(Formerly XYZ)","Address:181 3rd St,San Francisco, CA 94103-3107(Formerly XYZ)(Howard Street)Public Transportation:Two blocks from Montgomery Muni and Bart Station.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-817-7836trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
386,Kate's Kitchen,"#387 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"American,Cafe",+1 415-626-3984,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$20,"Seating, Waitstaff, Takeout, Wheelchair Accessible",9:00 am - 2:30 pm,9:00 am - 2:30 pm,9:00 am - 2:30 pm,9:00 am - 2:30 pm,9:00 am - 2:30 pm,9:00 am - 2:30 pm,9:00 am - 2:30 pm,"471 Haight St,San Francisco, CA 94117-3505","Address:471 Haight St,San Francisco, CA 94117-3505Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-626-3984trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
387,Le Central,"#388 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,French,+1 415-391-2233,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$31 -$40,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Wheelchair Accessible",11:30 am - 3:30 pm,11:30 am - 3:30 pm,11:30 am - 3:30 pm,11:30 am - 3:30 pm,11:30 am - 3:30 pm,11:30 am - 3:30 pm,,"453 Bush St,San Francisco, CA 94108","Address:453 Bush St,San Francisco, CA 94108Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-391-2233trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
388,Kusakabe,"#389 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"Japanese,Sushi,Asian",+1 415-757-0155,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Reservations, Seating, Waitstaff, Serves Alcohol, Wheelchair Accessible",,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,"584 Washington St,San Francisco, CA 94111-2929","Address:584 Washington St,San Francisco, CA 94111-2929Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-757-0155trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
389,The Warming Hut,"#390 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Cafe,American",+1 415-561-3040,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$20,"Takeout, Seating, Wheelchair Accessible",9:00 am - 5:00 pm,9:00 am - 5:00 pm,9:00 am - 5:00 pm,9:00 am - 5:00 pm,9:00 am - 5:00 pm,9:00 am - 5:00 pm,9:00 am - 5:00 pm,"983 Marine Dr,San Francisco, CA 94129","Address:983 Marine Dr,San Francisco, CA 94129Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-561-3040trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
390,Fog City,"#391 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,American,+1 415-982-2000,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,$30 -$55,"Takeout, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Full Bar",11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:30 pm,11:30 am - 10:30 pm,11:30 am - 10:00 pm,"1300 Battery St,San Francisco, CA 94111-1104","Address:1300 Battery St,San Francisco, CA 94111-1104(Embarcadero)Public Transportation:Muni F line located directly across from the restaurant on The Embarcadero. The Muni 10 line stops at Sansome and Greenwich.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-982-2000trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
