id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters,driveThrough
1411,Triple Twist Makeup &amp; Hair Design,http://www.yelp.com/ /biz/triple-twist-makeup-and-hair-design-san-francisco,"Makeup Artists,Hair Salons",Pricey,5.0 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,"870 Market StSan Francisco, CA 94102",(888) 865-6960,,,,Yes,No,,"Garage, Street, Private Lot",Yes,No,,,,,,,,,,,
1412,Scholar Tattoo,http://www.yelp.com/ /biz/scholar-tattoo-san-francisco,Tattoo,Pricey,4.5 star rating,Closed,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,"3340 22nd StSan Francisco, CA 94110",(415) 400-4306,,,,No,,,Street,Yes,,,,,,,,,,,,
1413,Town Hall,http://www.yelp.com/ /biz/town-hall-san-francisco,"American (New),Wine Bars,Desserts",$31-60,3.5 star rating,11:00 am-2:30 pm5:30 pm-10:00 pm,11:00 am-2:30 pm5:30 pm-10:00 pm,11:00 am-2:30 pm5:30 pm-10:00 pm,11:00 am-2:30 pm5:30 pm-10:00 pm,11:00 am-2:30 pm5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-9:30 pm,"342 Howard StSan Francisco, CA 94105",(415) 908-3900,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Classy,Average,Full Bar,Yes,No,No,Yes,No,
1414,Chaya Brasserie,http://www.yelp.com/ /biz/chaya-brasserie-san-francisco,"Japanese,American (New),Tapas/Small Plates",$31-60,4.0 star rating,11:30 am-2:00 pm5:30 pm-9:30 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-9:00 pm,"132 The EmbarcaderoSan Francisco, CA 94105",(415) 777-8688,Yes,No,Yes,Yes,No,Dinner,"Valet, Street",Yes,No,Yes,Dressy,Classy,Average,Full Bar,Yes,Free,No,Yes,Yes,
1415,The Barrel Room,http://www.yelp.com/ /biz/the-barrel-room-san-francisco-3,"Wine Bars,American (New),Cocktail Bars",$31-60,4.0 star rating,11:00 am-11:30 pm,11:00 am-11:30 pm,11:00 am-11:30 pm,11:00 am-11:30 pm,11:00 am-11:30 pm,4:00 pm-12:30 am,Closed,"415 Sansome StSan Francisco, CA 94111",(415) 956-6900,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,"Casual, Classy",Average,Full Bar,No,Free,Yes,Yes,No,
1416,A16,http://www.yelp.com/ /biz/a16-san-francisco-4,"Italian,Pizza",$31-60,3.5 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-11:00 pm,11:30 am-2:30 pm5:00 pm-11:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,"2355 Chestnut StSan Francisco, CA 94123",(415) 771-2216,Yes,No,No,Yes,No,Dinner,Street,Yes,No,Yes,Casual,,Average,Beer & Wine Only,No,No,No,Yes,Yes,
1417,Gentle Star Medspa,http://www.yelp.com/ /biz/gentle-star-medspa-san-francisco,"Skin Care,Laser Hair Removal,Medical Spas",Pricey,5.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-4:00 pm,Closed,"14 Mint PlzSan Francisco, CA 94103",(415) 618-0108,,,,Yes,No,,"Garage, Street",Yes,,,,,,,,,,,,
1418,Edo Salon,http://www.yelp.com/ /biz/edo-salon-san-francisco-3,Hair Salons,Pricey,4.5 star rating,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,10:00 am-7:00 pm,11:00 am-8:00 pm,"601 Haight StSan Francisco, CA 94117",(415) 861-0131,,,,Yes,No,,Street,Yes,No,,,,,,,,,,,
1419,CODE Salon,http://www.yelp.com/ /biz/code-salon-san-francisco,"Hair Salons,Waxing,Skin Care",Pricey,5.0 star rating,9:00 am-5:00 pm,10:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-6:30 pm,Closed,"370 4th StSan Francisco, CA 94107",(415) 624-8340,,,,Yes,No,,Street,Yes,No,,,,,,,,,,,
1420,John Francis Spa,http://www.yelp.com/ /biz/john-francis-spa-san-francisco,"Skin Care,Massage,Hair Removal",Pricey,4.5 star rating,Closed,11:00 am-6:00 pm,12:00 pm-7:00 pm,11:00 am-6:00 pm,12:00 pm-7:00 pm,11:00 am-5:00 pm,Closed,"4200 18th StSan Francisco, CA 94114",(415) 861-3000,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1421,Archer Salon,http://www.yelp.com/ /biz/archer-salon-san-francisco,Hair Salons,Pricey,5.0 star rating,Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,9:00 am-6:00 pm,11:00 am-5:00 pm,"33 Grant AveSan Francisco, CA 94108",(415) 433-3334,,,,Yes,,,"Garage, Street",Yes,No,,,,,,,,,,,
1422,Bubble Pop Electric Salon,http://www.yelp.com/ /biz/bubble-pop-electric-salon-san-francisco-3,Hair Salons,Pricey,4.5 star rating,12:00 pm-7:00 pm,12:00 pm-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,9:00 am-6:00 pm,11:00 am-6:00 pm,"2434 California StSan Francisco, CA 94115",(415) 346-9864,,,,Yes,,,Street,Yes,Yes,,,,,,,,,,,
1423,Dax and Lindsay’s Thermal Reconditioning,http://www.yelp.com/ /biz/dax-and-lindsays-thermal-reconditioning-san-francisco,Hair Salons,Pricey,5.0 star rating,Closed,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,"11 Tillman PlSan Francisco, CA 94108",(415) 265-0123,,,,Yes,,,Garage,No,No,,,,,,,,,,,
1424,Living Greens,http://www.yelp.com/ /biz/living-greens-san-francisco-3,"Juice Bars & Smoothies,Caterers",Pricey,5.0 star rating,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,Closed,Closed,"331 Cortland AveSan Francisco, CA 94110",(415) 602-9513,,,,Yes,,,Street,Yes,,,,,,,,No,,,,
1425,SF Music Together,http://www.yelp.com/ /biz/sf-music-together-san-francisco,"Specialty Schools,Musical Instruments & Teachers",Pricey,5.0 star rating,,,,,,,,"1350 Waller StSan Francisco, CA 94117",(415) 745-1495,,,,Yes,,,Street,No,,,,,,,,,,,,
1426,Zoë Bikini,http://www.yelp.com/ /biz/zo%C3%AB-bikini-san-francisco-2,"Women's Clothing,Swimwear",Pricey,4.5 star rating,12:30 pm-7:00 pm,12:30 pm-7:00 pm,12:30 pm-7:00 pm,12:30 pm-7:00 pm,12:30 pm-7:00 pm,12:00 pm-7:00 pm,Closed,"3386 18th StSan Francisco, CA 94110",(415) 870-3372,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1427,Patrick Evan Hair Salon,http://www.yelp.com/ /biz/patrick-evan-hair-salon-san-francisco-2,"Hair Stylists,Blow Dry/Out Services,Hair Extensions",Pricey,5.0 star rating,11:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-10:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,11:00 am-7:00 pm,"55 Grant AveSan Francisco, CA 94108",(415) 421-1111,,,,Yes,No,,"Garage, Street",No,No,,,,,,,,,,,
1428,Indigo,http://www.yelp.com/ /biz/indigo-san-francisco,American (New),$31-60,3.5 star rating,Closed,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-9:30 pm,"687 Mcallister StSan Francisco, CA 94102",(415) 673-9353,Yes,No,No,Yes,,Dinner,Street,No,No,Yes,Casual,"Romantic, Classy",Average,Full Bar,No,No,No,Yes,No,
1429,John Fluevog Shoes,http://www.yelp.com/ /biz/john-fluevog-shoes-san-francisco,Shoe Stores,Pricey,4.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"1697 Haight StSan Francisco, CA 94117",(415) 436-9784,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1430,Bi-Rite Market,http://www.yelp.com/ /biz/bi-rite-market-san-francisco,"Specialty Food,Caterers,Grocery",Pricey,4.5 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,"3639 18th StSan Francisco, CA 94110",(415) 241-9760,,,Yes,Yes,Yes,,Street,Yes,,,,,,,,,,,,
1431,Underglass Custom Framing,http://www.yelp.com/ /biz/underglass-custom-framing-san-francisco,Framing,Pricey,4.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,"268 Church StSan Francisco, CA 94114",(415) 252-9844,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1432,The Epicurean Trader,http://www.yelp.com/ /biz/the-epicurean-trader-san-francisco,"Specialty Food,Beer, Wine & Spirits,Grocery",Pricey,5.0 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-8:00 pm,"401 Cortland AveSan Francisco, CA 94110",(415) 872-9484,,,Yes,Yes,Yes,,Street,Yes,,,,,,,,,,,Yes,
1433,Diy Wedding Rings,http://www.yelp.com/ /biz/diy-wedding-rings-san-francisco,Jewelry,Pricey,5.0 star rating,,,,,,,,"1258 Valencia StSan Francisco, CA 94110",(415) 505-1623,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1434,Morphic,http://www.yelp.com/ /biz/morphic-san-francisco-2,"Hair Salons,Makeup Artists",Pricey,5.0 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,Closed,"660 Market StSan Francisco, CA 94104",(415) 789-6682,,,,Yes,Yes,,"Garage, Street",Yes,Yes,,,,,,,,,,,
1435,Izzy’s Steak &amp; Chop House,http://www.yelp.com/ /biz/izzys-steak-and-chop-house-san-francisco,Steakhouses,$31-60,3.5 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:30 pm-10:30 pm,10:00 am-10:30 pm,10:00 am-10:30 pm,"3349 Steiner StSan Francisco, CA 94123",(415) 563-0487,Yes,No,Yes,Yes,,Dinner,Street,Yes,No,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,Yes,No,
1436,Mission Workshop,http://www.yelp.com/ /biz/mission-workshop-san-francisco,"Luggage,Outdoor Gear",Pricey,4.5 star rating,11:00 am-7:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,11:00 am-7:00 pm,"541 Valencia St.San Francisco, CA 94110",(415) 864-7225,,,,Yes,Yes,,Street,Yes,,,,,,,,,,,,
1437,Leatherneck Steakhouse,http://www.yelp.com/ /biz/leatherneck-steakhouse-san-francisco-2,Steakhouses,$31-60,3.5 star rating,11:30 am-2:00 pm,11:30 am-2:00 pm5:00 pm-9:00 pm,11:30 am-2:00 pm5:00 pm-9:00 pm,11:30 am-2:00 pm5:00 pm-9:00 pm,11:30 am-2:00 pm5:00 pm-9:00 pm,5:00 pm-9:00 pm,Closed,"609 Sutter StSan Francisco, CA 94102",(415) 673-6672,Yes,No,No,Yes,No,Dinner,Garage,No,No,Yes,Dressy,Classy,Average,Full Bar,No,Free,Yes,Yes,No,
1438,Artisan Eyelashes,http://www.yelp.com/ /biz/artisan-eyelashes-san-francisco,"Eyelash Service,Waxing",Pricey,5.0 star rating,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,Closed,"391 Sutter StSan Francisco, CA 94108",(415) 810-0799,,,,Yes,Yes,,Garage,No,,,,,,,,,,,,
1439,Wes Pine,http://www.yelp.com/ /biz/wes-pine-san-francisco-3,Hair Salons,Pricey,5.0 star rating,Closed,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,9:00 am-4:00 pm,Closed,"555 Sutter StSan Francisco, CA 94102",(415) 402-0111,,,,Yes,Yes,,"Garage, Street",No,Yes,,,,,,,,,,,
1440,Tone Of Music Audio,http://www.yelp.com/ /biz/tone-of-music-audio-san-francisco,"Electronics,Home Theatre Installation,High Fidelity Audio Equipment",Pricey,5.0 star rating,1:00 pm-5:30 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,Closed,,(415) 860-6818,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1441,ValuExchange Diamond Importers,http://www.yelp.com/ /biz/valuexchange-diamond-importers-san-francisco,Jewelry,Pricey,5.0 star rating,Closed,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,Closed,Closed,"868 Brannan StSan Francisco, CA 94103",(415) 863-9111,,,,Yes,,,Private Lot,Yes,,,,,,,,,,,,
1442,Davies Symphony Hall,http://www.yelp.com/ /biz/davies-symphony-hall-san-francisco-2,"Performing Arts,Music Venues,Venues & Event Spaces",Pricey,4.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,Closed,"201 Van Ness AveSan Francisco, CA 94102",(415) 621-6600,,,,Yes,No,,Garage,Yes,Yes,Yes,,Classy,Average,Full Bar,No,,No,,,
1443,Anchor &amp; Hope,http://www.yelp.com/ /biz/anchor-and-hope-san-francisco,Seafood,$31-60,3.5 star rating,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-10:00 pm,"83 Minna StSan Francisco, CA 94105",(415) 501-9100,Yes,No,No,Yes,Yes,Dinner,Street,Yes,No,Yes,Casual,Trendy,Average,Beer & Wine Only,No,No,No,Yes,No,
1444,Kristina Welzien,http://www.yelp.com/ /biz/kristina-welzien-san-francisco,Hair Stylists,Pricey,5.0 star rating,Closed,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,3:00 pm-8:00 pm,Closed,11:00 am-8:00 pm,"3150 18th StSan Francisco, CA 94110",(415) 656-9221,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1445,Qoio,http://www.yelp.com/ /biz/qoio-san-francisco,"Jewelry,Accessories",Pricey,4.5 star rating,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,"4068 24th StSan Francisco, CA 94114",(415) 788-5566,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1446,Matterhorn Restaurant,http://www.yelp.com/ /biz/matterhorn-restaurant-san-francisco,"Fondue,German",$31-60,3.5 star rating,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,Closed,"2323 Van Ness AveSan Francisco, CA 94109",(415) 885-6116,Yes,No,No,Yes,,Dinner,"Valet, Street",No,Yes,Yes,Casual,Intimate,Quiet,Full Bar,No,No,No,Yes,No,
1447,Lord Stanley,http://www.yelp.com/ /biz/lord-stanley-san-francisco,"Modern European,American (New)",$31-60,4.0 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,Closed,"2065 Polk StSan Francisco, CA 94109",(415) 872-5512,Yes,No,No,Yes,No,Dinner,Street,No,No,Yes,Dressy,Trendy,Average,Beer & Wine Only,No,No,No,Yes,No,
1448,3D Bikefit,http://www.yelp.com/ /biz/3d-bikefit-san-francisco,Bikes,Pricey,5.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-3:00 pm,Closed,"1299 Bush StSan Francisco, CA 94109",(415) 729-5795,,,,Yes,,,Garage,Yes,,,,,,,,,,,,
1449,Waterbar,http://www.yelp.com/ /biz/waterbar-san-francisco,"Seafood,American (New),Live/Raw Food",$31-60,3.5 star rating,11:30 am-9:30 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-9:30 pm,"399 The EmbarcaderoSan Francisco, CA 94105",(415) 284-9922,Yes,No,No,Yes,No,Dinner,"Valet, Street",Yes,No,Yes,Casual,Upscale,Average,Full Bar,Yes,No,No,Yes,No,
1450,Mr. S Leather,http://www.yelp.com/ /biz/mr-s-leather-san-francisco-2,Adult,Pricey,4.5 star rating,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,"385 8th StSan Francisco, CA 94103",(415) 863-7764,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1451,Veo Optics,http://www.yelp.com/ /biz/veo-optics-san-francisco-2,Eyewear & Opticians,Pricey,5.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,Closed,"393 Sutter StSan Francisco, CA 94108",(415) 434-2020,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1452,Ales Unlimited: Beer Basement,http://www.yelp.com/ /biz/ales-unlimited-beer-basement-san-francisco,"Jazz & Blues,Beer Bar",Pricey,4.5 star rating,Closed,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,12:00 pm-12:00 am,,,"222 Hyde StSan Francisco, CA 94102",(415) 923-8610,Yes,,,Yes,,,Street,Yes,No,Yes,,,Average,Beer & Wine Only,No,,Yes,,,
1453,The MINA Test Kitchen,http://www.yelp.com/ /biz/the-mina-test-kitchen-san-francisco,"Italian,Pop-Up Restaurants",$31-60,4.0 star rating,Closed,Closed,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,Closed,"2120 Greenwich StSan Francisco, CA 94123",(415) 625-5469,Yes,No,No,Yes,No,Dinner,Street,No,No,No,Casual,Trendy,Average,Full Bar,Yes,Free,No,Yes,No,
1454,Salt House,http://www.yelp.com/ /biz/salt-house-san-francisco,"American (New),Bars",$31-60,3.5 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-11:00 pm,5:30 pm-11:00 pm,Closed,"545 Mission StSan Francisco, CA 94105",(415) 543-8900,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Trendy,Average,Full Bar,No,No,No,Yes,No,
1455,Yank Sing,http://www.yelp.com/ /biz/yank-sing-san-francisco-2,"Dim Sum,Cantonese",$31-60,3.5 star rating,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-3:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,"101 Spear StSan Francisco, CA 94105",(415) 781-1111,Yes,No,Yes,Yes,No,Lunch,,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,No,Yes,Yes,
1456,San Francisco Symphony,http://www.yelp.com/ /biz/san-francisco-symphony-san-francisco-2,"Performing Arts,Music Venues",Pricey,4.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,12:00 pm-6:00 pm,Closed,"201 Van Ness AveSan Francisco, CA 94102",(415) 864-6000,,,,Yes,No,,Street,Yes,Yes,Yes,,Classy,Average,Full Bar,No,,No,,,
1457,Gardenias,http://www.yelp.com/ /biz/gardenias-san-francisco-2,"American (New),Seafood",$31-60,4.0 star rating,6:00 pm-9:30 pm,6:00 pm-9:30 pm,6:00 pm-9:30 pm,6:00 pm-9:30 pm,6:00 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-9:00 pm,"1963 Sutter StSan Francisco, CA 94115",(415) 621-7122,Yes,No,No,Yes,,Dinner,Street,Yes,No,Yes,Casual,"Intimate, Classy",Average,Beer & Wine Only,Yes,No,No,Yes,No,
1458,Veo Optics,http://www.yelp.com/ /biz/veo-optics-san-francisco-4,Eyewear & Opticians,Pricey,5.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-3:00 pm,"1799 Union StSan Francisco, CA 94123",(415) 921-2020,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1459,Harper Paige Salon,http://www.yelp.com/ /biz/harper-paige-salon-san-francisco,"Hair Salons,Barbers",Pricey,4.5 star rating,Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,9:00 am-5:00 pm,Closed,"11 Tillman PlSan Francisco, CA 94108",(415) 391-1050,,,,Yes,No,,Garage,Yes,No,,,,,,,,,,,
1460,Ozumo,http://www.yelp.com/ /biz/ozumo-san-francisco,"Sushi Bars,Japanese,Asian Fusion",$31-60,3.5 star rating,11:30 am-2:00 pm5:30 pm-10:30 pm,11:30 am-2:00 pm5:30 pm-10:30 pm,11:30 am-2:00 pm5:30 pm-10:30 pm,11:30 am-2:00 pm5:30 pm-10:30 pm,11:30 am-2:00 pm5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-10:00 pm,"161 Steuart StSan Francisco, CA 94105",(415) 882-1333,Yes,No,Yes,Yes,No,Dinner,"Valet, Street",Yes,No,Yes,Dressy,Trendy,Average,Full Bar,No,No,Yes,Yes,Yes,
1461,Micah Riot Tattoo,http://www.yelp.com/ /biz/micah-riot-tattoo-san-francisco-2,Tattoo,Pricey,5.0 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,"3150 18th StSan Francisco, CA 94110",(415) 570-9540,,,,Yes,,,"Garage, Street, Private Lot",Yes,,,,,,,,,,,,
1462,Hairdoo Voodoo,http://www.yelp.com/ /biz/hairdoo-voodoo-san-francisco,Hair Salons,Pricey,5.0 star rating,Closed,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-5:00 pm,Closed,"3150 18th StSan Francisco, CA 94110",(415) 864-1100,,,,Yes,,,Street,Yes,Yes,,,,,,,,,,,
1463,Farina,http://www.yelp.com/ /biz/farina-san-francisco-2,"Italian,Salad,Pizza",$31-60,3.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,"3560 18th StSan Francisco, CA 94110",(415) 565-0360,Yes,No,Yes,Yes,No,Dinner,"Valet, Street",Yes,No,Yes,Casual,,Average,Full Bar,Yes,No,Yes,Yes,No,
1464,Bob’s Steak &amp; Chop House,http://www.yelp.com/ /biz/bobs-steak-and-chop-house-san-francisco,"Steakhouses,Seafood",$31-60,3.5 star rating,6:30 am-10:00 am11:30 am-2:00 pm5:30 pm-10:00 pm,6:30 am-10:00 am11:30 am-2:00 pm5:30 pm-10:00 pm,6:30 am-10:00 am11:30 am-2:00 pm5:30 pm-10:00 pm,6:30 am-10:00 am11:30 am-2:00 pm5:30 pm-10:00 pm,6:30 am-10:00 am11:30 am-2:00 pm5:30 pm-10:00 pm,7:00 am-11:00 am5:30 pm-10:00 pm,7:00 am-11:00 am5:30 pm-10:00 pm,"500 California StSan Francisco, CA 94104",(415) 273-3088,Yes,Yes,Yes,Yes,,Dinner,,No,No,Yes,Dressy,Classy,Average,Full Bar,No,No,No,Yes,No,
1465,RN74,http://www.yelp.com/ /biz/rn74-san-francisco,"Wine Bars,American (New),Venues & Event Spaces",$31-60,3.5 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:30 pm,5:30 pm-10:30 pm,Closed,"301 Mission StSan Francisco, CA 94105",(415) 543-7474,Yes,No,No,Yes,No,Dinner,Street,Yes,No,Yes,Dressy,Trendy,Average,Full Bar,No,Free,Yes,Yes,No,
1466,Alcheme Salon,http://www.yelp.com/ /biz/alcheme-salon-san-francisco-3,Hair Salons,Pricey,4.5 star rating,Closed,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-6:00 pm,10:00 am-5:00 pm,"310 Sutter StSan Francisco, CA 94108",(415) 296-9212,,,,Yes,No,,Garage,No,Yes,,,,,,,,,,,
1467,Authentic Tattoo,http://www.yelp.com/ /biz/authentic-tattoo-san-francisco,Tattoo,Pricey,5.0 star rating,,,,,,,,"3150 18th StreetSan Francisco, CA 94110",(415) 525-1484,,,,No,,,Street,,,,,,,,,,,,,
1468,James Colgan Union Square,http://www.yelp.com/ /biz/james-colgan-union-square-san-francisco,"Hair Salons,Makeup Artists",Pricey,5.0 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-8:00 pm,9:00 am-6:00 pm,9:00 am-5:00 pm,Closed,"166 Geary StSan Francisco, CA 94108",(415) 260-0060,,,,Yes,,,Garage,No,Yes,,,,,,,,,,,
1469,Top Of The Mark,http://www.yelp.com/ /biz/top-of-the-mark-san-francisco,"Breakfast & Brunch,Cocktail Bars,Tapas/Small Plates",$31-60,3.5 star rating,4:30 pm-11:30 pm,4:30 pm-11:30 pm,4:30 pm-11:30 pm,4:30 pm-11:30 pm,4:30 pm-12:30 am,4:30 pm-12:30 am,10:00 am-1:00 pm5:00 pm-11:30 pm,"999 California StSan Francisco, CA 94108",(415) 392-3434,No,No,No,Yes,No,,"Valet, Street",No,No,Yes,Dressy,Classy,Average,Full Bar,No,Paid,No,Yes,No,
