id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters,driveThrough
1171,Jane,https://www.yelp.com/ /biz/jane-san-francisco-3,"Coffee & Tea,Bakeries,Breakfast & Brunch",$11-30,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,"2123 Fillmore StSan Francisco, CA 94115",(415) 931-5263,No,No,Yes,Yes,No,"Breakfast, Brunch, Lunch",Street,Yes,No,No,Casual,Hipster,Average,No,No,Free,No,No,No,
1172,Valley Tavern,https://www.yelp.com/ /biz/valley-tavern-san-francisco,"Pubs,Sports Bars",Moderate,4.0 star rating,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,"4054 24th StSan Francisco, CA 94114",(415) 285-0674,Yes,,,Yes,No,,Street,Yes,,Yes,,Casual,Average,Full Bar,Yes,,Yes,,,
1173,Chow - Church,https://www.yelp.com/ /biz/chow-church-san-francisco,"American (Traditional),Breakfast & Brunch,Comfort Food",$11-30,4.0 star rating,8:00 am-10:30 pm,8:00 am-10:30 pm,8:00 am-10:30 pm,8:00 am-10:30 pm,8:00 am-11:00 pm,8:00 am-11:00 pm,8:00 am-10:30 pm,"215 Church StSan Francisco, CA 94114",(415) 552-2469,Yes,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,No,Yes,No,
1174,Beso Bistronomia,https://www.yelp.com/ /biz/beso-bistronomia-san-francisco-6,"Tapas/Small Plates,Spanish",$11-30,4.0 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-11:00 pm,11:00 am-3:00 pm5:00 pm-11:00 pm,11:00 am-3:00 pm5:00 pm-9:30 pm,"4058 A 18th StSan Francisco, CA 94114",(415) 801-5392,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1175,Cha Cha Cha,https://www.yelp.com/ /biz/cha-cha-cha-san-francisco-4,"Tapas Bars,Latin American",$11-30,4.0 star rating,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:30 pm,11:30 am-11:30 pm,11:30 am-11:00 pm,"1801 Haight StSan Francisco, CA 94117",(415) 386-7670,No,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Casual,Loud,Beer & Wine Only,No,No,No,Yes,Yes,
1176,Poké Bar,https://www.yelp.com/ /biz/pok%C3%A9-bar-san-francisco-2,"Asian Fusion,Hawaiian,Poke",$11-30,4.0 star rating,11:30 am-8:00 pm,11:30 am-8:00 pm,11:30 am-8:00 pm,11:30 am-8:00 pm,11:30 am-8:00 pm,11:30 am-8:00 pm,11:30 am-8:00 pm,,,No,No,Yes,Yes,Yes,Lunch,,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,No,No,No,
1177,Split Pea Seduction,https://www.yelp.com/ /biz/split-pea-seduction-san-francisco,"Sandwiches,Soup,Salad",$11-30,4.0 star rating,9:00 am-4:00 pm,9:00 am-4:00 pm,9:00 am-4:00 pm,9:00 am-4:00 pm,9:00 am-4:00 pm,Closed,Closed,"138 6th StSan Francisco, CA 94103",(415) 551-2223,No,Yes,Yes,Yes,,Lunch,Street,Yes,No,No,Casual,Casual,Average,No,No,Free,No,No,Yes,
1178,Mandalay,https://www.yelp.com/ /biz/mandalay-san-francisco,Burmese,$11-30,4.0 star rating,11:30 am-2:30 pm5:00 pm-9:30 pm,Closed,11:30 am-2:30 pm5:00 pm-9:30 pm,11:30 am-2:30 pm5:00 pm-9:30 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-10:00 pm,11:30 am-9:30 pm,"4348 California StSan Francisco, CA 94118",(415) 386-3896,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Yes,
1179,Golden Era Vegan Restaurant,https://www.yelp.com/ /biz/golden-era-vegan-restaurant-san-francisco-2,"Vegan,Vietnamese,Juice Bars & Smoothies",$11-30,4.0 star rating,10:30 am-8:30 pm,10:30 am-8:30 pm,10:30 am-8:30 pm,10:30 am-8:30 pm,10:30 am-8:30 pm,10:30 am-8:30 pm,10:30 am-8:30 pm,"395 Golden Gate AveSan Francisco, CA 94102",(415) 487-8687,Yes,No,Yes,Yes,No,"Lunch, Dinner","Garage, Street, Validated",Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,No,Yes,No,
1180,Destination Baking Company,https://www.yelp.com/ /biz/destination-baking-company-san-francisco,"Bakeries,Coffee & Tea",Moderate,4.0 star rating,6:30 am-6:30 pm,6:30 am-6:30 pm,6:30 am-6:30 pm,6:30 am-6:30 pm,6:30 am-6:30 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,"598 Chenery StSan Francisco, CA 94131",(415) 469-0730,,No,Yes,Yes,No,,Street,Yes,,,,,,,No,No,,,,
1181,Kava Lounge SF,https://www.yelp.com/ /biz/kava-lounge-sf-san-francisco,Lounges,Moderate,4.5 star rating,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-1:00 am,1:00 pm-1:00 am,1:00 pm-11:00 pm,"901 Divisadero StSan Francisco, CA 94115",,Yes,,,Yes,,,,Yes,,Yes,,"Hipster, Casual",Average,No,No,,No,,,
1182,Project Juice,https://www.yelp.com/ /biz/project-juice-san-francisco-6,"Vegan,Juice Bars & Smoothies,Live/Raw Food",$11-30,4.0 star rating,7:30 am-7:00 pm,7:30 am-7:00 pm,7:30 am-7:00 pm,7:30 am-7:00 pm,7:30 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,"790 Valencia StSan Francisco, CA 94110",(415) 671-6820,No,No,Yes,Yes,Yes,Breakfast,Street,Yes,Yes,Yes,Casual,"Hipster, Trendy",Average,No,Yes,Free,No,No,No,
1183,Eureka Restaurant &amp; Lounge,https://www.yelp.com/ /biz/eureka-restaurant-and-lounge-san-francisco,"American (New),Southern",$11-30,4.0 star rating,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-9:00 pm,"4063 18th StSan Francisco, CA 94114",(415) 431-6000,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Romantic,Average,Full Bar,No,No,No,Yes,No,
1184,Big Chef Tom’s Belly Burgers,https://www.yelp.com/ /biz/big-chef-toms-belly-burgers-san-francisco,Burgers,$11-30,4.0 star rating,10:30 am-9:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,12:00 pm-9:00 pm,11:30 am-8:00 pm,"1550 Howard StSan Francisco, CA 94103",(415) 513-1331,No,Yes,Yes,Yes,Yes,Lunch,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,No,Yes,No
1185,Schmidt’s,https://www.yelp.com/ /biz/schmidts-san-francisco-2,"German,Breakfast & Brunch,Bars",$11-30,4.0 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,10:00 am-2:00 pm5:00 pm-10:00 pm,10:00 am-2:00 pm5:00 pm-10:00 pm,"2400 Folsom StSan Francisco, CA 94110",(415) 401-0200,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1186,Manzoni,https://www.yelp.com/ /biz/manzoni-san-francisco-2,Italian,$11-30,4.0 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,"2788 Diamond StSan Francisco, CA 94131",(415) 334-2251,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,,Average,Beer & Wine Only,No,Free,No,Yes,No,
1187,Vital Tea Leaf,https://www.yelp.com/ /biz/vital-tea-leaf-san-francisco,"Coffee & Tea,Tea Rooms",Moderate,4.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"1044 Grant AveSan Francisco, CA 94133",(415) 981-2388,,,No,Yes,,,Street,Yes,,,,,,,No,No,,,,
1188,The Occidental Cigar Club,https://www.yelp.com/ /biz/the-occidental-cigar-club-san-francisco,"Bars,Tobacco Shops",Moderate,4.5 star rating,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,"471 Pine StSan Francisco, CA 94104",(415) 834-0485,No,,,Yes,No,,Street,No,,Yes,,Intimate,Average,Full Bar,No,,Yes,,,
1189,Thoughts Style Cuisine Showroom,https://www.yelp.com/ /biz/thoughts-style-cuisine-showroom-san-francisco,"Thai,Italian,Comfort Food",$11-30,4.0 star rating,11:30 am-2:30 pm5:00 pm-9:00 pm,11:30 am-3:00 pm5:00 pm-9:00 pm,11:30 am-3:00 pm5:00 pm-9:00 pm,11:30 am-3:00 pm5:00 pm-9:00 pm,11:00 am-3:00 pm5:00 pm-9:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,"139 8th StSan Francisco, CA 94103",(415) 252-7919,Yes,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Trendy,Average,No,No,Free,No,Yes,Yes,
1190,Manna,https://www.yelp.com/ /biz/manna-san-francisco,Korean,$11-30,4.0 star rating,Closed,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,"845 Irving StSan Francisco, CA 94122",(415) 665-5969,No,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1191,Velvet Cantina,https://www.yelp.com/ /biz/velvet-cantina-san-francisco,"Mexican,Bars",$11-30,4.0 star rating,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-12:00 am,"3349 23rd StSan Francisco, CA 94110",(415) 648-4142,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Casual,Loud,Full Bar,No,Free,No,Yes,No,
1192,B Star Bar,https://www.yelp.com/ /biz/b-star-bar-san-francisco,"Burmese,Asian Fusion,Breakfast & Brunch",$11-30,4.0 star rating,11:30 am-3:00 pm5:00 pm-9:30 pm,11:30 am-3:00 pm5:00 pm-9:30 pm,11:30 am-3:00 pm5:00 pm-9:30 pm,11:30 am-3:00 pm5:00 pm-9:30 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,10:00 am-3:00 pm5:00 pm-10:00 pm,10:00 am-3:00 pm5:00 pm-9:30 pm,"127 Clement StSan Francisco, CA 94118",(415) 933-9900,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1193,Nopalito,https://www.yelp.com/ /biz/nopalito-san-francisco,"Mexican,Gluten-Free",$11-30,4.0 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,"306 Broderick StSan Francisco, CA 94117",(415) 437-0303,No,No,Yes,Yes,No,Dinner,"Garage, Street",Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,No,Yes,Yes,
1194,Little Nepal,https://www.yelp.com/ /biz/little-nepal-san-francisco,Himalayan/Nepalese,$11-30,4.0 star rating,Closed,4:30 pm-10:00 pm,4:30 pm-10:00 pm,4:30 pm-10:00 pm,4:30 pm-10:00 pm,4:30 pm-10:00 pm,4:30 pm-10:00 pm,"925 Cortland AveSan Francisco, CA 94110",(415) 643-3881,Yes,Yes,Yes,Yes,Yes,Dinner,Street,Yes,Yes,Yes,Casual,"Casual, Intimate",Quiet,Beer & Wine Only,No,No,No,Yes,Yes,
1195,Bloodhound,https://www.yelp.com/ /biz/bloodhound-san-francisco-2,Cocktail Bars,Moderate,4.0 star rating,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,"1145 Folsom StSan Francisco, CA 94103",(415) 863-2840,No,,,Yes,No,,Street,Yes,,Yes,,Casual,Average,Full Bar,No,,Yes,,,
1196,Angkor Borei,https://www.yelp.com/ /biz/angkor-borei-san-francisco,Cambodian,$11-30,4.0 star rating,11:00 am-3:00 pm4:00 pm-10:00 pm,11:00 am-3:00 pm4:00 pm-10:00 pm,Closed,11:00 am-3:00 pm5:00 pm-10:00 pm,11:00 am-3:00 pm4:00 pm-10:00 pm,11:00 am-3:00 pm4:00 pm-10:00 pm,3:00 pm-10:00 pm,"3471 Mission StSan Francisco, CA 94110",(415) 550-8417,Yes,Yes,Yes,Yes,No,Dinner,Street,No,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,No,Yes,Yes,
1197,Gracias Madre,https://www.yelp.com/ /biz/gracias-madre-san-francisco,"Vegan,Mexican",$11-30,4.0 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-10:00 pm,"2211 Mission StSan Francisco, CA 94110",(415) 683-1346,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1198,Helmand Palace,https://www.yelp.com/ /biz/helmand-palace-san-francisco,"Afghan,Salad,Soup",$11-30,4.5 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,"2424 Van Ness AveSan Francisco, CA 94109",(415) 345-0072,Yes,Yes,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Intimate,Quiet,Beer & Wine Only,No,No,No,Yes,Yes,
1199,Marnee Thai,https://www.yelp.com/ /biz/marnee-thai-san-francisco-2,Thai,$11-30,4.0 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,"1243 9th AveSan Francisco, CA 94122",(415) 731-9999,Yes,Yes,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Yes,
1200,The Crafty Fox Ale House,https://www.yelp.com/ /biz/the-crafty-fox-ale-house-san-francisco,"Beer Bar,Sandwiches,Burgers",$11-30,4.0 star rating,4:00 pm-12:00 am,11:30 am-12:00 am,11:30 am-12:00 am,11:30 am-12:00 am,11:30 am-12:00 am,1:00 pm-12:00 am,1:00 pm-12:00 am,"1700 Mission StSan Francisco, CA 94103",(415) 416-6602,No,No,Yes,Yes,No,"Dinner, Late Night",Street,Yes,No,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,No,Yes,No
1201,Mission Bowling Club,https://www.yelp.com/ /biz/mission-bowling-club-san-francisco,"Bowling,Breakfast & Brunch,Cocktail Bars",$11-30,4.0 star rating,3:00 pm-11:00 pm,3:00 pm-11:00 pm,3:00 pm-11:00 pm,3:00 pm-12:00 am,3:00 pm-12:00 am,11:00 am-12:00 am,11:00 am-11:00 pm,"3176 17th StSan Francisco, CA 94110",(415) 863-2695,Yes,No,No,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Hipster,Loud,Full Bar,Yes,No,Yes,Yes,No,
1202,Tofino Wines,https://www.yelp.com/ /biz/tofino-wines-san-francisco,"Wine Bars,Tapas/Small Plates",$11-30,4.0 star rating,Closed,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-7:00 pm,"2696 Geary BlvdSan Francisco, CA 94118",(415) 872-5782,No,No,No,Yes,No,,,Yes,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,No,Yes,No,
1203,Fino Ristorante &amp; Bar,https://www.yelp.com/ /biz/fino-ristorante-and-bar-san-francisco,Italian,$11-30,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-9:30 pm,"624 Post StSan Francisco, CA 94109",(415) 928-2080,Yes,No,No,Yes,No,Dinner,Street,No,No,Yes,Casual,Romantic,Average,Full Bar,No,No,No,Yes,No,
1204,Ananda Fuara,https://www.yelp.com/ /biz/ananda-fuara-san-francisco,"Vegetarian,Vegan,Breakfast & Brunch",$11-30,4.0 star rating,Closed,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-3:00 pm,"1298 Market StSan Francisco, CA 94102",(415) 621-1994,No,No,Yes,Yes,No,Lunch,Street,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,No,
1205,Ritual Coffee Roasters,https://www.yelp.com/ /biz/ritual-coffee-roasters-san-francisco,Coffee & Tea,Moderate,4.0 star rating,6:00 am-8:00 pm,6:00 am-8:00 pm,6:00 am-8:00 pm,6:00 am-8:00 pm,6:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,"1026 Valencia StSan Francisco, CA 94110",(415) 641-1011,,,Yes,Yes,No,,Street,Yes,,,,,,,No,No,,,No,
1206,Bangkok Bistro,https://www.yelp.com/ /biz/bangkok-bistro-san-francisco-2,Thai,$11-30,4.0 star rating,11:00 am-3:00 pm5:00 pm-11:00 pm,11:00 am-3:00 pm5:00 pm-11:00 pm,11:00 am-3:00 pm5:00 pm-11:00 pm,11:00 am-3:00 pm5:00 pm-11:00 pm,11:00 am-3:00 pm5:00 pm-1:00 am,12:00 pm-4:00 pm5:00 pm-1:00 am,12:00 pm-4:00 pm5:00 pm-11:00 pm,"530 Valencia StSan Francisco, CA 94110",(415) 935-8424,Yes,Yes,Yes,Yes,No,Dinner,"Garage, Street",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,Yes,
1207,Siam Lotus Thai Cuisine,https://www.yelp.com/ /biz/siam-lotus-thai-cuisine-san-francisco,Thai,$11-30,4.0 star rating,12:00 pm-4:00 pm5:00 pm-9:00 pm,Closed,5:00 pm-9:00 pm,12:00 pm-4:00 pm5:00 pm-9:00 pm,12:00 pm-4:00 pm5:00 pm-9:30 pm,12:00 pm-9:30 pm,12:00 pm-9:00 pm,"1705 Haight StSan Francisco, CA 94117",(415) 933-8031,Yes,No,Yes,Yes,,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Yes,
1208,Ho’s Bootleg Tavern,https://www.yelp.com/ /biz/hos-bootleg-tavern-san-francisco,"American (New),Sports Bars",$11-30,4.5 star rating,Closed,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-3:00 am,11:00 am-3:00 am,11:00 am-12:00 am,"2360 Van Ness AveSan Francisco, CA 94109",(415) 872-7773,Yes,No,Yes,Yes,No,"Brunch, Dinner, Late Night",,Yes,No,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,Yes,No,
1209,Ragazza,https://www.yelp.com/ /biz/ragazza-san-francisco,"Italian,Pizza",$11-30,4.0 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:00 pm,"311 Divisadero StSan Francisco, CA 94117",(415) 255-1133,No,No,Yes,Yes,No,Dinner,Street,Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1210,Mymy,https://www.yelp.com/ /biz/mymy-san-francisco-3,"Breakfast & Brunch,American (New)",$11-30,4.0 star rating,8:00 am-2:30 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,"1500 California StSan Francisco, CA 94109",(415) 800-7466,No,No,Yes,Yes,No,"Breakfast, Brunch",Street,Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1211,Eight AM,https://www.yelp.com/ /biz/eight-am-san-francisco,"American (New),Breakfast & Brunch",$11-30,4.5 star rating,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,"1323 Columbus AveSan Francisco, CA 94133",(415) 292-4888,No,No,Yes,Yes,Yes,"Breakfast, Brunch",Street,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,Yes,No,
1212,Sushi Bistro,https://www.yelp.com/ /biz/sushi-bistro-san-francisco,"Sushi Bars,Japanese",$11-30,4.0 star rating,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,"431 Balboa StSan Francisco, CA 94118",(415) 933-7100,Yes,No,Yes,Yes,No,Dinner,Street,No,Yes,Yes,Casual,Trendy,Average,Beer & Wine Only,No,No,Yes,Yes,Yes,
1213,Saffron Grill,https://www.yelp.com/ /biz/saffron-grill-san-francisco,Indian,$11-30,4.0 star rating,5:00 pm-9:30 pm,11:00 am-2:30 pm5:00 pm-9:30 pm,11:00 am-2:30 pm5:00 pm-9:30 pm,11:00 am-2:30 pm5:00 pm-9:30 pm,11:00 am-2:30 pm5:00 pm-9:30 pm,11:00 am-2:30 pm5:00 pm-9:30 pm,11:00 am-2:30 pm5:00 pm-9:30 pm,"1279 Fulton StSan Francisco, CA 94117",(415) 567-5100,Yes,Yes,Yes,Yes,No,Dinner,Street,Yes,Yes,No,Casual,Intimate,Average,Beer & Wine Only,No,No,No,Yes,Yes,
1214,Straw,https://www.yelp.com/ /biz/straw-san-francisco,"American (New),Breakfast & Brunch",$11-30,4.0 star rating,5:00 pm-10:00 pm,Closed,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,10:00 am-3:00 pm5:00 pm-10:00 pm,10:00 am-3:00 pm5:00 pm-9:00 pm,"203 Octavia BlvdSan Francisco, CA 94102",(415) 431-3663,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,No,Casual,"Hipster, Casual",Average,Beer & Wine Only,Yes,No,No,Yes,Yes,
1215,Yield Wine Bar,https://www.yelp.com/ /biz/yield-wine-bar-san-francisco,Wine Bars,Moderate,4.5 star rating,3:30 pm-11:00 pm,3:30 pm-11:30 pm,3:30 pm-11:00 pm,3:30 pm-11:00 pm,3:30 pm-11:00 pm,3:30 pm-11:00 pm,Closed,"2490 3rd StSan Francisco, CA 94107",(415) 401-8984,No,,,Yes,No,,Street,Yes,,Yes,,Casual,Average,Beer & Wine Only,Yes,,No,,,
1216,Hog &amp; Rocks,https://www.yelp.com/ /biz/hog-and-rocks-san-francisco,"Gastropubs,Breakfast & Brunch,Cocktail Bars",$11-30,4.0 star rating,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-1:30 am,11:00 am-1:30 am,11:00 am-10:00 pm,"3431 19th StSan Francisco, CA 94110",(415) 550-8627,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Trendy,Average,Full Bar,Yes,Free,Yes,Yes,No,
1217,Vital Tea Leaf,https://www.yelp.com/ /biz/vital-tea-leaf-san-francisco-5,"Coffee & Tea,Tea Rooms",Moderate,4.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"509 Grant AveSan Francisco, CA 94108",(415) 544-9838,,,Yes,Yes,No,,Street,No,,,,,,,No,No,,,,
1218,Biergarten,https://www.yelp.com/ /biz/biergarten-san-francisco,"German,Pubs",$11-30,4.0 star rating,2:00 pm-8:00 pm,2:00 pm-8:00 pm,2:00 pm-8:00 pm,2:00 pm-8:00 pm,2:00 pm-8:00 pm,2:00 pm-8:00 pm,1:00 pm-7:00 pm,"424 Octavia StSan Francisco, CA 94102",(415) 252-9289,No,No,Yes,Yes,No,Lunch,Street,Yes,No,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,No,No,
1219,Hobson’s Choice,https://www.yelp.com/ /biz/hobsons-choice-san-francisco,Bars,Moderate,4.0 star rating,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,"1601 Haight StSan Francisco, CA 94117",(415) 621-5859,No,,,Yes,No,,Street,Yes,,Yes,,Casual,Average,Full Bar,No,,Yes,,,
1220,Luisa’s Pizza And Pasta,https://www.yelp.com/ /biz/luisas-pizza-and-pasta-san-francisco,"Italian,Wine Bars,Pizza",$11-30,4.0 star rating,5:00 pm-11:00 pm,Closed,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-11:00 pm,"1550 California StSan Francisco, CA 94109",(415) 563-4043,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,Yes,No,No,Yes,No,
1221,All Good Pizza,https://www.yelp.com/ /biz/all-good-pizza-san-francisco,"Pizza,Sandwiches,Salad",$11-30,4.5 star rating,10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-5:00 pm,Closed,11:00 am-4:00 pm,"1605 Jerrold AveSan Francisco, CA 94124",(415) 933-9384,Yes,No,Yes,Yes,Yes,Lunch,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,No,No,Yes,
1222,Giordano Bros,https://www.yelp.com/ /biz/giordano-bros-san-francisco-2,"Sports Bars,Sandwiches",$11-30,4.0 star rating,4:00 pm-10:00 pm,4:00 pm-10:00 pm,11:30 am-12:00 am,11:30 am-12:00 am,11:30 am-1:00 am,11:30 am-1:00 am,11:30 am-10:30 pm,"3108 16th StSan Francisco, CA 94103",(415) 437-2767,No,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,No,Yes,Casual,Casual,Loud,Full Bar,Yes,No,Yes,Yes,No,
