id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters
2576,Empire Nuj,https://www.yelp.com/ /biz/empire-nuj-san-francisco,Dance Clubs,Ultra High-End,4.5 star rating,,,,,,,,"425 1st StSan Francisco, CA 94105",,,,,Yes,,,,Yes,,Yes,,Trendy,Very Loud,Full Bar,Yes,,Yes,,
2577,ZenTreks Ltd,https://www.yelp.com/ /biz/zentreks-ltd-san-francisco,Outdoor Gear,Ultra High-End,5.0 star rating,,,,,,,,"177 Townsend StSan Francisco, CA 94107",(415) 967-7778,,,,Yes,,,Street,,,,,,,,,,,,
2578,Barcelino Per Donna,https://www.yelp.com/ /biz/barcelino-per-donna-san-francisco,"Women's Clothing,Accessories",Ultra High-End,3.5 star rating,,,,,,,,,(415) 912-5700,,,,Yes,,,,No,,,,,,,,,,,
2579,"Jim Avila, Consulting in Style and Image",https://www.yelp.com/ /biz/jim-avila-consulting-in-style-and-image-san-francisco,Makeup Artists,Ultra High-End,4.5 star rating,,,,,,,,"San Francisco, CA 94199",(415) 861-2857,,,,,,,,,,,,,,,,,,,
2580,Casa Luna SF,https://www.yelp.com/ /biz/casa-luna-sf-san-francisco,Hotels,Ultra High-End,4.5 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"4058 17th StSan Francisco, CA 94114",(415) 738-8121,,,,Yes,,,,,,,,,,,,Free,,,
2581,ALNO San Francisco,https://www.yelp.com/ /biz/alno-san-francisco-san-francisco,"Kitchen & Bath,Interior Design,Cabinetry",Ultra High-End,3.0 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,Closed,Closed,"243 Brannan StSan Francisco, CA 94107",(415) 541-0754,,,,Yes,,,"Street, Validated",,,,,,,,,,,,
2582,PIA The Store,https://www.yelp.com/ /biz/pia-the-store-san-francisco,"Women's Clothing,Jewelry,Accessories",Ultra High-End,5.0 star rating,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,Closed,"414 Jackson StSan Francisco, CA 94111",(628) 222-5713,,,,Yes,,,,,,,,,,,,,,,
2583,Sui Generis Consignment Womens,https://www.yelp.com/ /biz/sui-generis-consignment-womens-san-francisco-5,"Women's Clothing,Used, Vintage & Consignment",Ultra High-End,3.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-5:00 pm,"2147 Union StSan Francisco, CA 94123",(415) 800-7584,,,,Yes,,,Street,Yes,,,,,,,,,,,
2584,Sarah Stocking Fine Vintage Posters,https://www.yelp.com/ /biz/sarah-stocking-fine-vintage-posters-san-francisco,"Art Galleries,Framing,Antiques",Ultra High-End,5.0 star rating,10:00 am-5:30 pm,10:00 am-5:30 pm,10:00 am-7:00 pm,10:00 am-5:30 pm,10:00 am-5:30 pm,10:00 am-5:30 pm,Closed,"368 Jackson StSan Francisco, CA 94111",(415) 984-0700,,,,Yes,,,,,Yes,,,,,,,,,,
2585,Villa Aroma Spa,https://www.yelp.com/ /biz/villa-aroma-spa-san-francisco,"Massage,Day Spas",Ultra High-End,2.5 star rating,,,,,,,,"801 Geary StSan Francisco, CA 94109",(415) 346-8884,,,,Yes,,,,,,,,,,,,,,,
2586,Mason Liquor &amp; Deli,https://www.yelp.com/ /biz/mason-liquor-and-deli-san-francisco,"Convenience Stores,Beer, Wine & Spirits",Ultra High-End,2.5 star rating,8:30 am-12:00 am,8:30 am-12:00 am,8:30 am-12:00 am,8:30 am-12:00 am,9:30 am-12:00 am,10:30 am-12:00 am,10:30 am-12:00 am,"530 Mason StSan Francisco, CA 94102",(415) 956-8976,,,,Yes,,,Street,Yes,,,,,,,,,,,
2587,Deep Sea Cosmetics 1 - Kiosk,https://www.yelp.com/ /biz/deep-sea-cosmetics-1-kiosk-san-francisco,Cosmetics & Beauty Supply,Ultra High-End,2.0 star rating,,,,,,,,,(415) 812-7277,,,,Yes,,,,Yes,,,,,,,,,,,
2588,Ruti,https://www.yelp.com/ /biz/ruti-san-francisco,"Accessories,Women's Clothing,Jewelry",Ultra High-End,3.0 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"2119 Fillmore StSan Francisco, CA 94115",(415) 441-4412,,,,Yes,,,,,,,,,,,,,,,
2589,Wharf Outdoors,https://www.yelp.com/ /biz/wharf-outdoors-san-francisco-2,"Sports Wear,Flowers & Gifts",Ultra High-End,3.5 star rating,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,"2801 Leavenworth StSan Francisco, CA 94133",(415) 775-5060,,,,Yes,,,"Garage, Street",,,,,,,,,,,,
2590,Gallery Paule Anglim,https://www.yelp.com/ /biz/gallery-paule-anglim-san-francisco,Art Galleries,Ultra High-End,3.5 star rating,Closed,10:00 am-5:30 pm,10:00 am-5:30 pm,10:00 am-5:30 pm,10:00 am-5:30 pm,10:30 am-5:00 pm,Closed,"14 Geary StSan Francisco, CA 94108",(415) 433-2710,,,,,,,,,Yes,,,,,,,,,,
2591,Button Down,https://www.yelp.com/ /biz/button-down-san-francisco-2,"Women's Clothing,Men's Clothing,Sports Wear",Ultra High-End,3.0 star rating,,,,,,,,"3415 Sacramento StSan Francisco, CA 94118",(415) 563-1311,,,,Yes,,,Street,,,,,,,,,,,,
2592,Mo’s Seafood Mac Salad,https://www.yelp.com/ /biz/mos-seafood-mac-salad-san-francisco,Food,Ultra High-End,5.0 star rating,,,,,,,,"SOMA  San FranciscoSan Francisco, CA 94105",,,,,,,,,,,,,,,,,,,,
2593,Sunglass Hut,https://www.yelp.com/ /biz/sunglass-hut-san-francisco-22,"Eyewear & Opticians,Accessories",Ultra High-End,2.5 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,12:00 pm-6:00 pm,"3251 20th AvenueSan Francisco, CA 94132",(415) 665-4167,,,,Yes,,,,,,,,,,,,,,,
2594,Gallery 55,https://www.yelp.com/ /biz/gallery-55-san-francisco,"Jewelry,Home Decor",Ultra High-End,2.5 star rating,9:00 am-7:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,10:00 am-9:00 pm,"51 Jefferson StSan Francisco, CA 94133",(415) 834-1872,,,,Yes,,,,,,,,,,,,,,,
2595,Caviar,https://www.yelp.com/ /biz/caviar-san-francisco-8,Food Delivery Services,Ultra High-End,2.0 star rating,,,,,,,,"1455 Market StSan Francisco, CA 94103",,,,,Yes,,,,,,,,,,,,,,,
2596,Grace Jewelry,https://www.yelp.com/ /biz/grace-jewelry-san-francisco,Jewelry,Ultra High-End,1.5 star rating,,,,,,,,"121 Ofarrell StreetSan Francisco, CA 94102",(415) 398-1868,,,,Yes,,,Garage,,,,,,,,,,,,
2597,Alcatraz Mini Market,https://www.yelp.com/ /biz/alcatraz-mini-market-san-francisco,Grocery,Ultra High-End,4.0 star rating,9:00 am-12:00 am,9:00 am-12:00 am,9:00 am-12:00 am,9:00 am-12:00 am,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-12:00 am,"757 Beach StSan Francisco, CA 94109",(415) 931-9103,,,,Yes,,,Street,Yes,,,,,,,,,,,
2598,Clean-X-Press,https://www.yelp.com/ /biz/clean-x-press-san-francisco-4,Dry Cleaning & Laundry,Ultra High-End,1.5 star rating,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,"401 Judah StSan Francisco, CA 94122",(415) 681-7830,,,,No,,,Private Lot,No,,,,,,,,No,,,
2599,Lakeshore Cleaners,https://www.yelp.com/ /biz/lakeshore-cleaners-san-francisco,Dry Cleaning & Laundry,Ultra High-End,2.0 star rating,7:30 am-6:30 pm,7:30 am-6:30 pm,7:30 am-6:30 pm,7:30 am-6:30 pm,7:30 am-6:30 pm,8:30 am-5:30 pm,Closed,"1557 Sloat BlvdSan Francisco, CA 94132",(415) 753-5458,,,,Yes,,,Private Lot,,,,,,,,,No,,,
2600,Venusian Gardens West,https://www.yelp.com/ /biz/venusian-gardens-west-san-francisco,Art Galleries,Ultra High-End,4.0 star rating,,,,,,,,"1286 Folsom StSan Francisco, CA 94103",(415) 692-1952,,,,,,,,,No,,,,,,,,,,
2601,Kiton,https://www.yelp.com/ /biz/kiton-san-francisco,Bespoke Clothing,Ultra High-End,4.0 star rating,,,,,,,,,(415) 989-7000,,,,Yes,,,,,,,,,,,,,,,
2602,Snow Skin Spa,https://www.yelp.com/ /biz/snow-skin-spa-san-francisco,"Waxing,Skin Care,Cosmetics & Beauty Supply",Ultra High-End,3.5 star rating,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"3443 Balboa StSan Francisco, CA 94121",(415) 702-6468,,,,Yes,,,Street,Yes,,,,,,,,,,,
2603,Coiniop Washidry,https://www.yelp.com/ /biz/coiniop-washidry-san-francisco,Dry Cleaning & Laundry,Ultra High-End,4.0 star rating,,,,,,,,"1101 Irving StSan Francisco, CA 94122",,,,,No,No,,,No,,,,,,,,No,,,
2604,Firenze Fine Arts Inc,https://www.yelp.com/ /biz/firenze-fine-arts-inc-san-francisco-2,"Art Galleries,Framing",Ultra High-End,3.0 star rating,,,,,,,,"235 Jefferson StSan Francisco, CA 94133",,,,,Yes,,,Street,,No,,,,,,,,,,
2605,Bosley - Hair Restoration,https://www.yelp.com/ /biz/bosley-hair-restoration-san-francisco,"Cosmetic Surgeons,Medical Spas,Hair Loss Centers",Ultra High-End,3.0 star rating,8:00 am-5:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,Closed,Closed,"50 Francisco StSan Francisco, CA 94133",(888) 439-6570,,,,Yes,,,,,,,,,,,,,,,
2606,Kindersport,https://www.yelp.com/ /biz/kindersport-san-francisco,"Children's Clothing,Sports Wear",Ultra High-End,4.0 star rating,,,,,,,,"3566 Sacramento StSan Francisco, CA 94118",(415) 563-7778,,,,Yes,,,,,,,,,,,,,,,
2607,Surprise Party,https://www.yelp.com/ /biz/surprise-party-san-francisco,"Arts & Crafts,Antiques",Ultra High-End,1.5 star rating,1:00 am-6:00 pm,1:00 pm-6:00 pm,1:00 pm-6:00 pm,1:00 pm-6:00 pm,1:00 pm-6:00 pm,1:00 pm-6:00 pm,Closed,"1900A Fillmore StSan Francisco, CA 94115",(415) 771-8550,,,,Yes,No,,Street,Yes,,,,,,,,,,,
2608,Mandarin Lounge,https://www.yelp.com/ /biz/mandarin-lounge-san-francisco,Lounges,Ultra High-End,1.0 star rating,,,,,,,,"222 Sansome StSan Francisco, CA 94104",(415) 276-9888,,,,No,,,,,,Yes,,,,Full Bar,Yes,,Yes,,
2609,Ealge Jewelry,https://www.yelp.com/ /biz/ealge-jewelry-san-francisco-2,Pawn Shops,Ultra High-End,2.5 star rating,,,,,,,,"2255 Mission StSan Francisco, CA 94110",(415) 285-5100,,,,Yes,,,,,,,,,,,,,,,
2610,Rent-A-Center,https://www.yelp.com/ /biz/rent-a-center-san-francisco,"Furniture Stores,Appliances",Ultra High-End,1.5 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,9:00 am-6:00 pm,Closed,"2853 Mission StSan Francisco, CA 94110",(415) 282-2522,,,,Yes,,,,Yes,,,,,,,,,,,
2611,Mark Kai Company,https://www.yelp.com/ /biz/mark-kai-company-san-francisco,"Watches,Jewelry",Ultra High-End,2.0 star rating,10:30 am-5:30 pm,10:30 am-5:30 pm,10:30 am-5:30 pm,10:30 am-5:30 pm,10:30 am-5:30 pm,10:30 am-5:30 pm,Closed,"802 Clement StSan Francisco, CA 94118",(415) 751-7232,,,,No,No,,,,,,,,,,,,,,
2612,Gregory Lind Gallery,https://www.yelp.com/ /biz/gregory-lind-gallery-san-francisco,Art Galleries,Ultra High-End,4.5 star rating,,,,,,,,"49 Geary StreetSan Francisco, CA 94108",(415) 296-9661,,,,Yes,,,,,,,,,,,,,,,
2613,Botanica Ibeyi,https://www.yelp.com/ /biz/botanica-ibeyi-san-francisco,Home Decor,Ultra High-End,2.5 star rating,,,,,,,,"205 Ocean AveSan Francisco, CA 94112",(415) 587-8001,,,,Yes,,,,,,,,,,,,,,,
2614,China Gem Company,https://www.yelp.com/ /biz/china-gem-company-san-francisco,"Art Supplies,Jewelry",Ultra High-End,4.0 star rating,,,,,,,,"500 Grant AveSan Francisco, CA 94108",(415) 397-5070,,,,No,,,,No,,,,,,,,,,,
2615,Hair Club,https://www.yelp.com/ /biz/hair-club-san-francisco,Hair Loss Centers,Ultra High-End,2.5 star rating,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,8:00 am-4:00 pm,Closed,"221 Main StSan Francisco, CA 94105",(919) 205-0991,,,,No,,,,Yes,,,,,,,,,,,
2616,SOHO,https://www.yelp.com/ /biz/soho-san-francisco,Accessories,Ultra High-End,2.0 star rating,9:00 am-8:30 pm,9:00 am-8:30 pm,9:00 am-8:30 pm,9:00 am-8:30 pm,9:00 am-8:30 pm,9:00 am-8:30 pm,11:00 am-7:00 pm,"865 Market StSan Francisco, CA 94105",(415) 543-1021,,,,Yes,,,,,,,,,,,,,,,
2617,SuiteAmerica,https://www.yelp.com/ /biz/suiteamerica-san-francisco,Hotels,Ultra High-End,3.0 star rating,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,Closed,Closed,"680 Mission StSan Francisco, CA 94105",(415) 341-1738,,,,Yes,,,,,,,,,,,,Free,,,
2618,Pacific Pulmonary Service,https://www.yelp.com/ /biz/pacific-pulmonary-service-san-francisco,Medical Supplies,Ultra High-End,1.5 star rating,,,,,,,,"2121 Evans AveSan Francisco, CA 94124",(415) 647-7544,,,,,,,,,,,,,,,,,,,
2619,Vitra,https://www.yelp.com/ /biz/vitra-san-francisco,"Office Equipment,Furniture Stores",Ultra High-End,4.0 star rating,,,,,,,,"557 Pacific AveSan Francisco, CA 94133",(415) 296-0711,,,,Yes,,,,,,,,,,,,,,,
2620,Daily Produce,https://www.yelp.com/ /biz/daily-produce-san-francisco,Grocery,Ultra High-End,3.0 star rating,,,,,,,,"1215 Stockton StreetSan Francisco, CA 94133",(415) 296-9598,,,,,,,,,,,,,,,,,,,
2621,Unitfone Wireless,https://www.yelp.com/ /biz/unitfone-wireless-san-francisco-2,Mobile Phones,Ultra High-End,3.0 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,"2700 San Bruno AveSan Francisco, CA 94134",(415) 715-0118,,,,Yes,,,,,,,,,,,,,,,
2622,Ivy Hotel,https://www.yelp.com/ /biz/ivy-hotel-san-francisco,Hotels,Ultra High-End,3.0 star rating,,,,,,,,"539 Octavia StreetSan Francisco, CA 94102",(415) 863-6388,,,,Yes,,,,,,,,,,,,Free,,,
2623,La Piazza Galleria,https://www.yelp.com/ /biz/la-piazza-galleria-san-francisco-2,Art Galleries,Ultra High-End,3.0 star rating,,,,,,,,"565 Grant AveSan Francisco, CA 94108",(415) 676-5852,,,,Yes,,,,No,No,,,,,,,,,,
2624,Del Monte Meat Company,https://www.yelp.com/ /biz/del-monte-meat-company-san-francisco,Meat Shops,Ultra High-End,2.0 star rating,,,,,,,,"200 Napoleon StSan Francisco, CA 94124",(415) 593-8080,,,,No,,,,,,,,,,,,,,,
2625,Viva Wireless,https://www.yelp.com/ /biz/viva-wireless-san-francisco-2,Mobile Phones,Ultra High-End,4.0 star rating,,,,,,,,"3251 20th AveSan Francisco, CA 94132",(415) 681-9855,,,,Yes,,,,,,,,,,,,,,,
2626,San Francisco Spa,https://www.yelp.com/ /biz/san-francisco-spa-san-francisco-2,Day Spas,Ultra High-End,1.5 star rating,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,"501 Geary StSan Francisco, CA 94102",(415) 901-3877,,,,Yes,,,,,,,,,,,,,,,
2627,Taylor Hotel Union Square,https://www.yelp.com/ /biz/taylor-hotel-union-square-san-francisco-2,Hotels,Ultra High-End,2.0 star rating,,,,,,,,"615 Taylor StSan Francisco, CA 94102",(415) 775-0780,,,,Yes,,,,,,,,,,,,Free,,,
2628,San Francisco Laser Clinic,https://www.yelp.com/ /biz/san-francisco-laser-clinic-san-francisco,Hair Removal,Ultra High-End,3.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-5:00 pm,Closed,"166 Geary StSan Francisco, CA 94108",(415) 391-8929,,,,Yes,,,Street,,,,,,,,,,,,
2629,Natalie’s Antiques,https://www.yelp.com/ /biz/natalies-antiques-san-francisco,Antiques,Ultra High-End,2.5 star rating,,,,,,,,"349 Geary StreetSan Francisco, CA 94102",(415) 982-1749,,,,Yes,,,,,,,,,,,,,,,
2630,Lovell’s Antique Gallery,https://www.yelp.com/ /biz/lovells-antique-gallery-san-francisco-2,Art Galleries,Ultra High-End,2.0 star rating,10:00 am-8:00 pm,10:00 am-8:30 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,"625 Grant AveSan Francisco, CA 94108",(415) 445-0941,,,,Yes,,,,No,No,,,,,,,,,,
2631,Babushka,https://www.yelp.com/ /biz/babushka-san-francisco,Arts & Crafts,Ultra High-End,3.0 star rating,,,,,,,,"333 Jefferson StSan Francisco, CA 94133",(415) 673-6740,,,,,,,,,,,,,,,,,,,
2632,James’s Place,https://www.yelp.com/ /biz/jamess-place-san-francisco,"Beer, Wine & Spirits",Ultra High-End,2.5 star rating,,,,,,,,"686 Mission StSan Francisco, CA 94105",,,,No,No,Yes,,,Yes,,,,,,,,,,,
2633,Safe Sand Company,https://www.yelp.com/ /biz/safe-sand-company-san-francisco-2,Nurseries & Gardening,Ultra High-End,2.0 star rating,,,,,,,,"2912 Diamond StSan Francisco, CA 94131",(415) 971-1776,,,,Yes,,,,No,,,,,,,,,,,
2634,Bargain Depot,https://www.yelp.com/ /biz/bargain-depot-san-francisco,Home Decor,Ultra High-End,2.0 star rating,,,,,,,,"2696 Geary BlvdSan Francisco, CA 94118",(415) 351-1778,,,,,,,,,,,,,,,,,,,
2635,Chinatown Electronics,https://www.yelp.com/ /biz/chinatown-electronics-san-francisco,Electronics,Ultra High-End,1.5 star rating,,,,,,,,"921 Grant AveSan Francisco, CA 94108",(415) 837-0396,,,,Yes,,,Street,,,,,,,,,,,,
2636,Hotelsavings.com,https://www.yelp.com/ /biz/hotelsavings-com-san-francisco,Hotels,Ultra High-End,1.0 star rating,,,,,,,,"San Francisco, CA 94114",,,,,Yes,,,,,,,,,,,,Paid,,,
2637,Merchant of China,https://www.yelp.com/ /biz/merchant-of-china-san-francisco,"Women's Clothing,Accessories",Ultra High-End,2.0 star rating,,,,,,,,"930 Grant AvenueSan Francisco, CA 94108",(415) 834-1615,,,,Yes,,,,No,,,,,,,,,,,
2638,Digital Powell,https://www.yelp.com/ /biz/digital-powell-san-francisco,Electronics,Ultra High-End,1.0 star rating,,,,,,,,"245 Powell st.San Francisco, CA 94102",(415) 986-2918,,,,Yes,No,,,No,,,,,,,,,,,
2639,"Tiempo Interiors, Inc.",https://www.yelp.com/ /biz/tiempo-interiors-inc-san-francisco-2,"Interior Design,Furniture Stores,Kitchen & Bath",Ultra High-End,5.0 star rating,Closed,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,Closed,Closed,"San Francisco, CA",(415) 626-3888,,,,Yes,,,Street,Yes,,,,,,,,,,,
2640,Mission Linen &amp; Uniform Service,https://www.yelp.com/ /biz/mission-linen-and-uniform-service-san-francisco,Dry Cleaning & Laundry,Ultra High-End,1.0 star rating,,,,,,,,"550 Florida StreetSan Francisco, CA 94110",(415) 621-5100,,,,,,,,,,,,,,,,,,,
2641,Flying Elephants Outlet,https://www.yelp.com/ /biz/flying-elephants-outlet-san-francisco,"Home Decor,Jewelry",Ultra High-End,2.5 star rating,,,,,,,,"3251 20th Ave, Ste 262San Francisco, CA 94132",(415) 504-6133,,,,,,,,,,,,,,,,,,,
2642,Best Camera,https://www.yelp.com/ /biz/best-camera-san-francisco,Electronics,Ultra High-End,1.0 star rating,,,,,,,,"217 Ofarrell StSan Francisco, CA 94102",(415) 834-0935,,,,Yes,No,,,No,,,,,,,,,,,
2643,World Communication Company,https://www.yelp.com/ /biz/world-communication-company-san-francisco-2,Mobile Phones,Ultra High-End,2.0 star rating,,,,,,,,"2024 Irving StreetSan Francisco, CA 94122",(415) 759-7218,,,,Yes,,,,,,,,,,,,,,,
2644,Aebra Adams,https://www.yelp.com/ /biz/aebra-adams-san-francisco,Hair Extensions,Ultra High-End,4.5 star rating,,,,,,,,"San Francisco, CA 94117",(415) 923-9731,,,,Yes,,,Street,Yes,No,,,,,,,,,,
2645,Japonesque,https://www.yelp.com/ /biz/japonesque-san-francisco,Cosmetics & Beauty Supply,Ultra High-End,1.5 star rating,,,,,,,,"San Francisco, CA 94101",(925) 249-6600,,,,,,,,,,,,,,,,,,,
2646,Salon Louis,https://www.yelp.com/ /biz/salon-louis-san-francisco,Hair Salons,Ultra High-End,3.0 star rating,,,,,,,,"4 Brady St,San Francisco, CA 94103",(415) 864-3012,,,,,,,,,,,,,,,,,,,
2647,The Great Bridal Expo,https://www.yelp.com/ /biz/the-great-bridal-expo-san-francisco,Bridal,Ultra High-End,1.5 star rating,,,,,,,,"5 Embarcadero CtrSan Francisco, CA 94111",,,,,,,,,,,,,,,,,,,,
2648,Star Star Communication,https://www.yelp.com/ /biz/star-star-communication-san-francisco,Mobile Phones,Ultra High-End,1.5 star rating,,,,,,,,"2024 Irving StreetSan Francisco, CA 94122",(415) 879-0881,,,,Yes,,,Street,,,,,,,,,,,,
2649,City Electric Supply,https://www.yelp.com/ /biz/city-electric-supply-san-francisco,Electronics,Ultra High-End,2.0 star rating,,,,,,,,"3003 3rd StSan Francisco, CA 94102",(415) 821-3011,,,,Yes,,,,,,,,,,,,,,,
2650,Palecek Imports,https://www.yelp.com/ /biz/palecek-imports-san-francisco-2,"Home Decor,Furniture Stores",Ultra High-End,1.0 star rating,,,,,,,,"101 Henry Adams StSan Francisco, CA 94103",(415) 626-0866,,,,Yes,,,,,,,,,,,,,,,
2651,Herman Miller,https://www.yelp.com/ /biz/herman-miller-san-francisco,Office Equipment,Ultra High-End,2.0 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"One KearnySan Francisco, CA 94108",(415) 433-2900,,,,,,,,,,,,,,,,,,,
2652,C. Mariani Antiques,https://www.yelp.com/ /biz/c-mariani-antiques-san-francisco,Antiques,Ultra High-End,,,,,,,,,"1301 Harrison StSan Francisco, CA 94103",(415) 541-7868,,,,Yes,,,,,,,,,,,,,,,
2653,Treasure Ireland Irish Gift,https://www.yelp.com/ /biz/treasure-ireland-irish-gift-san-francisco,Gift Shops,Ultra High-End,3.0 star rating,,,,,,,,"39 PierSan Francisco, CA 94133",(415) 274-9968,,,,Yes,No,,,No,,,,,,,,,,,
2654,Cala Foods,https://www.yelp.com/ /biz/cala-foods-san-francisco-7,Grocery,Ultra High-End,,,,,,,,,"Stanyan &amp; HaightSan Francisco, CA 94102",(415) 752-3940,,,,Yes,,,,,,,,,,,,,,,
2655,Tansu,https://www.yelp.com/ /biz/tansu-san-francisco,Antiques,Ultra High-End,,,,,,,,,"2345 Harrison StreetSan Francisco, CA 94110",(415) 285-2011,,,,Yes,,,,,,,,,,,,,,,
2656,WPA San Francisco,https://www.yelp.com/ /biz/wpa-san-francisco-san-francisco,Kitchen & Bath,Ultra High-End,,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"2 Henry Adams StSan Francisco, CA 94103",(415) 543-0771,,,,Yes,,,,,,,,,,,,,,,
2657,Anchorage Liquor &amp; Deli,https://www.yelp.com/ /biz/anchorage-liquor-and-deli-san-francisco,"Beer, Wine & Spirits",Ultra High-End,1.5 star rating,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,"500 Beach St SSan Francisco, CA 94133",(415) 292-9001,,,,Yes,,,,No,,,,,,,,,,,
2658,Zain Premium Wines &amp; Spirits,https://www.yelp.com/ /biz/zain-premium-wines-and-spirits-san-francisco,"Shopping,Wineries",Ultra High-End,2.0 star rating,,,,,,,,"238 Sansome StSan Francisco, CA 94104",(415) 788-8878,,,,Yes,,,Street,,,,,,,,,,,,
2659,Megaflex Gym &amp; Fitness Center,https://www.yelp.com/ /biz/megaflex-gym-and-fitness-center-san-francisco,"Gyms,Tanning",Ultra High-End,5.0 star rating,,,,,,,,"1247 9th AvenueSan Francisco, CA 94122",(415) 564-4343,,,,Yes,,,,,,,,,,,,,,,
2660,Unique Designs Jewelry,https://www.yelp.com/ /biz/unique-designs-jewelry-san-francisco,Jewelry,Ultra High-End,1.0 star rating,,,,,,,,"888 Brannan StSan Francisco, CA 94103",(415) 863-3384,,,,,,,,,,,,,,,,,,,
2661,Elu,https://www.yelp.com/ /biz/elu-san-francisco,"Leather Goods,Accessories,Women's Clothing",Ultra High-End,,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,"3091 Sacramento StSan Francisco, CA 94115",(415) 292-7559,,,,Yes,,,Street,Yes,,,,,,,,,,,
2662,Earnest Sewn,https://www.yelp.com/ /biz/earnest-sewn-san-francisco,"Women's Clothing,Men's Clothing",Ultra High-End,1.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-6:00 pm,"2241 Fillmore StSan Francisco, CA 94115",(415) 673-7300,,,,Yes,,,,,,,,,,,,,,,
2663,Bayshore Smoke Shop,https://www.yelp.com/ /biz/bayshore-smoke-shop-san-francisco,Tobacco Shops,Ultra High-End,2.0 star rating,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,"500 Bay Shore BlvdSan Francisco, CA 94124",(415) 648-1560,,,,Yes,,,Street,,,,,,,,,,,,
