title,phone,tags,price,yelp_rating,food_rating,service_rating,value_rating,atmosphere_rating,feature,street_address,zipcode,zipcode_extension,monday,tuesday,wednesday,thursday,friday,saturday,sunday,webpage
Velvet Cantina,(415) 648-4142,"Mexican, Bars",$11-$30,4.0,4/5,4/5,3.5/5,4/5,"Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",3349 23rd street,94110,3018,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-1:30 AM,5:30 PM-1:30 AM,5:30 PM-12:00 AM,https://www.yelp.com/biz/velvet-cantina-san-francisco
Cheese Boutique,,"Delicatessen, Cheese Shops, Sandwiches, Delis",$10-$10,5.0,4.5/5,3.5/5,3/5,4/5,"Delivery, Wifi, Bikeparking, Takeout",666 Chenery street,94131,3034,10:00 AM-7:00 PM,10:00 AM-7:00 PM,10:00 AM-7:00 PM,10:00 AM-7:00 PM,10:00 AM-7:00 PM,10:00 AM-6:30 PM,10:00 AM-5:00 PM,https://www.yelp.com/biz/cheese-boutique-san-francisco-2
Greenhouse Cafe,(415) 829-9140,"Coffee & Tea, Cafes, Tea Rooms",$10-$10,4.0,3.5/5,3.5/5,3/5,3.5/5,"Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Takeout",329 W Portal avenue,94127,1411,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,https://www.yelp.com/biz/greenhouse-cafe-san-francisco-2
Ted's Market,(415) 552-0309,"Delis, Sandwiches, Caterers",$10-$10,4.5,3/5,3/5,3/5,4/5,"Delivery, Wifi, Bikeparking, Takeout",1530 Howard street,94103,2525,6:00 AM-6:00 PM,6:00 AM-6:00 PM,6:00 AM-6:00 PM,6:00 AM-6:00 PM,6:00 AM-6:00 PM,8:00 AM-5:00 PM,8:15 AM-3:00 PM,https://www.yelp.com/biz/teds-market-san-francisco-2
Submarine Center,(415) 564-1455,"Fast Food, Soups, Sandwiches",$10-$10,4.5,4.5/5,4/5,3/5,4.5/5,"Delivery, Wifi, Bikeparking, Takeout, Attire, Seating",820 Ulloa street,94127,1117,10:00 AM-7:30 PM,10:00 AM-7:30 PM,10:00 AM-7:30 PM,10:00 AM-7:30 PM,10:00 AM-7:30 PM,10:00 AM-6:00 PM,11:00 AM-5:00 PM,https://www.yelp.com/biz/submarine-center-san-francisco
Crustacean Restaurant,(415) 776-2722,"Seafood, Asian, Asian Fusion, Vietnamese",$31-$80,3.5,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Valet Parking, Takeout, Noiselevel, Seating, Full Bar",1475 Polk street,94109,4648,5:00 PM-9:00 PM,5:00 PM-9:00 PM,5:00 PM-9:00 PM,5:00 PM-9:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,"11:30 AM-2:30 PM, 5:00 PM-9:00 PM",http://www.yelp.com/biz/crustacean-restaurant-san-francisco
Nabe,,"Hot Pot, Japanese",$11-$30,4.0,4.5/5,4.5/5,,4/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Noiselevel",1325 9th avenue,94122,2308,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,https://www.yelp.com/biz/nabe-san-francisco-3
Lunchpad,(415) 522-6647,"Sandwiches, Comfort Food, Breakfast & Brunch",$11-$30,4.5,4.5/5,4/5,4/5,4/5,"Delivery, Hastv, Creditcard, Bikeparking, Takeout, Attire, Noiselevel, Parking",581 Hayes street,94102,4213,9:00 AM-2:30 PM,9:00 AM-2:30 PM,9:00 AM-2:30 PM,9:00 AM-2:30 PM,9:00 AM-2:30 PM,11:00 AM-2:00 PM,11:00 AM-2:30 PM,https://www.yelp.com/biz/lunchpad-san-francisco
Petite Deli Amp Picnic,(415) 374-7351,"American, Delicatessen, Soups, Delis, Sandwiches, Salad",$5-$11,4.5,4.5/5,5/5,4/5,5/5,"Accepts Visa, Delivery, Goodforkids, Accepts Discover, Wifi, Accepts Mastercard, Bikeparking, Accepts American Express, Takeout, Seating, Free Wifi",752 Columbus avenue,94133,2731,10:00 AM-11:00 AM,10:00 AM-11:00 AM,10:00 AM-11:00 AM,10:00 AM-11:00 AM,10:00 AM-11:00 AM,11:00 AM-11:00 AM,11:00 AM-3:00 PM,https://www.yelp.com/biz/petite-deli-and-picnic-san-francisco
La Traviata,(415) 282-0500,Italian,$11-$30,4.0,4/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",2854 Mission street,94110,3908,4:30 PM-10:30 PM,4:30 PM-10:30 PM,4:30 PM-10:30 PM,4:30 PM-10:30 PM,4:30 PM-10:30 PM,4:30 PM-10:30 PM,4:30 PM-10:30 PM,https://www.yelp.com/biz/la-traviata-san-francisco
Howard's Cafe,(415) 564-4723,"Cafe, Diner, American, American (Traditional), Diners, Breakfast & Brunch",$10-$10,3.5,4/5,4/5,3/5,4.5/5,"Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Wheelchair Accessible, Seating",1309 9th avenue,94122,2308,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 AM,8:00 AM-3:00 AM,8:00 AM-3:00 AM,https://www.yelp.com/biz/howards-cafe-san-francisco
Tony's Cable Car Restraunt,(415) 931-2416,"American, Burgers, Hot Dogs, Sandwiches",$10-$10,3.5,4/5,4/5,3.5/5,4/5,"Delivery, Goodforkids, Wifi, Bikeparking",2500 Geray boulevard,94115,3318,9:00 AM-9:30 PM,9:00 AM-9:30 PM,9:00 AM-9:30 PM,9:00 AM-9:30 PM,9:00 AM-9:30 PM,9:30 AM-9:30 PM,9:30 AM-8:30 PM,https://www.yelp.com/biz/tonys-cable-car-restaurant-san-francisco
The Blue Fig,(415) 875-9622,"Cafe, Coffee & Tea, Breakfast & Brunch",$10-$10,3.5,2.5/5,4/5,4/5,4/5,"Delivery, Goodforkids, Wifi, Bikeparking, Wheelchair Accessible, Seating",990 Valencia street,94110,2322,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:30 AM-6:00 PM,7:30 AM-6:00 PM,https://www.yelp.com/biz/the-blue-fig-san-francisco
PianoFight,(415) 816-3691,"Bars, American (New), Performing Arts",$11-$30,4.5,5/5,5/5,,5/5,"Takeout, Waitstaff, Bikeparking, Hastv",144 Taylor street Enter Eddy street,94102,2803,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-12:00 AM,5:00 PM-12:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-10:00 PM,https://www.yelp.com/biz/pianofight-san-francisco
The Black Horse London Pub,(415) 928-2414,Pubs,Inexpensive,4.5,,5/5,,5/5,"Bikeparking, Parking",1514 Union street,94123,4505,5:00 PM-12:00 AM,5:00 PM-12:00 AM,5:00 PM-12:00 AM,5:00 PM-12:00 AM,2:00 PM-12:00 AM,11:00 AM-12:00 AM,11:00 AM-12:00 AM,https://www.yelp.com/biz/the-black-horse-london-pub-san-francisco
Elmira Rosticceria,(415) 551-7332,"Cafe, Italian, American (Traditional), Breakfast & Brunch",$11-$30,4.0,4/5,4/5,3.5/5,4/5,"Delivery, Hastv, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",154 McAllister street,94102,4907,7:30 AM-2:30 PM,7:30 AM-2:30 PM,7:30 AM-2:30 PM,7:30 AM-2:30 PM,7:30 AM-2:30 PM,9:00 AM-2:00 PM,9:00 AM-2:00 PM,https://www.yelp.com/biz/elmira-rosticceria-san-francisco
Daffodil,(415) 956-2972,"American, Contemporary, Breakfast & Brunch, American (Traditional)",$30-$60,3.0,3.5/5,4/5,3.5/5,3/5,"Waitstaff, Delivery, Hastv, Ambience, Reservations, Takeout, Noiselevel, Seating",665 Bush Street,94108,,"6:00 AM-1:30 PM, 5:00 PM-9:00 PM","6:00 AM-1:30 PM, 5:00 PM-9:00 PM","6:00 AM-1:30 PM, 5:00 PM-9:00 PM","6:00 AM-1:30 PM, 5:00 PM-9:00 PM","6:00 AM-1:30 PM, 5:00 PM-9:00 PM","7:00 AM-2:00 PM, 5:00 PM-9:00 PM","7:00 AM-2:00 PM, 5:00 PM-9:00 PM",http://www.yelp.com/biz/daffodil-san-francisco
Bodega,(415) 634-7002,"Cafe, Wine Bar, South American, Cafes, Wine Bars, Beer Bar",$7-$30,4.5,4.5/5,5/5,,4.5/5,"Delivery, Goodforkids, Hastv, Wifi, Creditcard, Ambience, Bikeparking, Takeout, Attire",700 Columbus avenue,94133,,5:00 PM-11:00 PM,5:00 PM-11:00 PM,5:00 PM-11:00 PM,5:00 PM-11:00 PM,12:00 PM-11:00 PM,10:00 AM-11:00 PM,10:00 AM-5:00 PM,https://www.yelp.com/biz/bodega-san-francisco-2
Butter,(415) 863-5964,"American, Dive Bars, American (Traditional), Dance Clubs",$10-$10,4.0,4/5,4.5/5,4.5/5,4/5,"Delivery, Goodforkids, Hastv, Creditcard, Bikeparking, Takeout, Parking",354 11th street,94103,4314,,,6:00 PM-2:00 AM,6:00 PM-2:00 AM,6:00 PM-2:00 AM,6:00 PM-2:00 AM,8:00 PM-2:00 AM,https://www.yelp.com/biz/butter-san-francisco
Birba,(415) 519-5099,"Wine Bars, American (New), Italian",$11-$30,4.5,4/5,5/5,4/5,4/5,"Takeout, Bikeparking",458 Grove street,94102,4303,5:00 PM-9:00 PM,"12:00 PM-3:00 PM, 5:00 PM-10:00 PM","12:00 PM-3:00 PM, 5:00 PM-10:00 PM","12:00 PM-3:00 PM, 5:00 PM-10:00 PM",12:00 PM-10:00 PM,3:00 PM-10:00 PM,,https://www.yelp.com/biz/birba-san-francisco
Mojo Bicycle Cafe,(415) 440-2338,"American, Cafe, Coffee & Tea, American (New)",$10-$10,4.0,4.5/5,4/5,4.5/5,4/5,"Delivery, Goodforkids, Hastv, Bikeparking, Takeout",639 Divisadero street,94117,1501,9:00 AM-9:00 PM,9:00 AM-7:00 PM,9:00 AM-7:00 PM,9:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,12:00 PM-6:00 PM,https://www.yelp.com/biz/mojo-bicycle-caf%C3%A9-san-francisco-2
Sushi Time,(415) 552-2280,"Japanese, Sushi, Asian, Sushi Bars",$11-$30,4.0,5/5,4.5/5,4/5,4/5,"Delivery, Ambience, Bikeparking, Takeout",2275 Market street,94114,1662,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:15 PM,5:00 PM-10:15 PM,,https://www.yelp.com/biz/sushi-time-san-francisco-2
Tsunami - Mission Bay,(415) 284-0111,"Japanese, Sushi, Asian, Sushi Bars",$30-$60,3.0,4.5/5,5/5,4.5/5,4/5,"Waitstaff, Delivery, Hastv, Creditcard, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Parking, Seating",301 King street,94158,1634,5:30 PM-11:00 PM,5:30 PM-11:00 PM,5:30 PM-11:00 PM,5:30 PM-11:00 PM,5:30 PM-11:00 PM,6:00 PM-12:00 AM,,http://www.yelp.com/biz/tsunami-mission-bay-san-francisco
Lahore Karahi,(415) 567-8603,"Indian, Middle Eastern, Pakistani",$6-$30,4.0,4/5,3.5/5,3/5,4.5/5,"Delivery, Hastv, Wifi, Ambience, Takeout, Parking, Seating",612 Ofarrell street,94109,7404,12:00 PM-10:30 PM,12:00 PM-10:30 PM,12:00 PM-10:30 PM,12:00 PM-10:30 PM,12:00 PM-10:30 PM,12:00 PM-10:30 PM,12:00 PM-10:30 PM,https://www.yelp.com/biz/lahore-karahi-san-francisco-2
Montesacro Pinseria Romana Enoteca,(415) 795-3040,"Italian, Pizza",$11-$30,4.5,4.5/5,4.5/5,,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Reservations, Takeout, Wheelchair Accessible, Attire, Noiselevel, Seating",510 Stevenson street,94103,1607,"11:30 AM-2:30 PM, 4:00 PM-10:00 PM","11:30 AM-2:30 PM, 4:00 PM-10:00 PM","11:30 AM-2:30 PM, 4:00 PM-10:00 PM","11:30 AM-2:30 PM, 4:00 PM-10:00 PM","11:30 AM-2:30 PM, 4:00 PM-11:00 PM","11:30 AM-2:30 PM, 4:00 PM-11:00 PM",,https://www.yelp.com/biz/montesacro-pinseria-enoteca-san-francisco-5
Pig and Whistle,(415) 885-4779,"British, Pubs",$10-$10,4.0,4.5/5,4.5/5,4/5,5/5,"Delivery, Hastv, Ambience, Bikeparking, Takeout, Parking",2801 Geary boulevard,94118,,11:30 AM-2:00 AM,11:30 AM-2:00 AM,11:30 AM-2:00 AM,11:30 AM-2:00 AM,11:30 AM-2:00 AM,11:30 AM-2:00 AM,11:30 AM-2:00 AM,https://www.yelp.com/biz/the-pig-and-whistle-san-francisco
Bangkok Bistro,(415) 935-8424,Thai,$11-$30,4.0,5/5,5/5,,5/5,"Alcohol, Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Attire, Noiselevel, Parking",530 Valencia street,94110,1115,"11:00 AM-3:00 PM, 5:00 PM-11:00 PM","11:00 AM-3:00 PM, 5:00 PM-11:00 PM","11:00 AM-3:00 PM, 5:00 PM-11:00 PM","11:00 AM-3:00 PM, 5:00 PM-11:00 PM","11:00 AM-3:00 PM, 5:00 PM-1:00 AM","12:00 PM-4:00 PM, 5:00 PM-1:00 AM","12:00 PM-4:00 PM, 5:00 PM-11:00 PM",https://www.yelp.com/biz/bangkok-bistro-san-francisco-2
Macha Cafe,(415) 563-8079,"Coffee & Tea, Sandwiches, Cafes",$10-$10,4.0,4/5,5/5,5/5,5/5,"Delivery, Wifi, Bikeparking, Attire, Parking",1355 Sutter street,94109,5415,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,,,https://www.yelp.com/biz/macha-cafe-san-francisco
AK Subs,(415) 241-9600,"Sandwiches, Salad, Burgers",$10-$10,4.0,5/5,5/5,,5/5,"Alcohol, Delivery, Hastv, Wifi, Creditcard, Bikeparking, Takeout, Attire, Parking",397 8th street,94103,4423,6:30 AM-4:00 PM,6:30 AM-4:00 PM,6:30 AM-4:00 PM,6:30 AM-4:00 PM,6:30 AM-4:00 PM,9:00 AM-4:00 PM,9:00 AM-4:00 PM,https://www.yelp.com/biz/ak-subs-san-francisco
Chicks and Love Pizza Patio,,"Vegetarian Friendly, Pizza, Breakfast & Brunch, Coffee & Tea",$11-$30,5.0,5/5,5/5,,5/5,"Alcohol, Delivery, Goodforkids, Hastv, Wifi, Creditcard, Bikeparking, Takeout, Attire, Noiselevel",1701 Folsom street Beside Rainbow Grocery,,,9:00 AM-3:00 PM,9:00 AM-3:00 PM,9:00 AM-3:00 PM,9:00 AM-3:00 PM,9:00 AM-2:30 PM,,,https://www.yelp.com/biz/chicks-and-love-pizza-patio-san-francisco-5
Hot Press,(415) 814-3814,"American, Delicatessen, Vegetarian Friendly, Cafes, Sandwiches, Vegetarian",$10-$10,4.5,,,,,"Alcohol, Delivery, Goodforkids, Hastv, Wifi, Creditcard, Bikeparking, Takeout, Attire, Parking",2966 Mission street,94110,3918,11:00 AM-8:00 PM,11:30 AM-8:30 PM,11:30 AM-8:30 PM,11:30 AM-8:30 PM,11:30 AM-8:30 PM,11:30 AM-8:30 PM,11:00 AM-4:00 PM,https://www.yelp.com/biz/hot-press-san-francisco-2
Plow,,"American, Cafe, Gluten Free Options, Breakfast & Brunch, American (New)",$11-$30,4.0,4.5/5,4.5/5,4.5/5,4/5,"Waitstaff, Delivery, Highchairs Available, Goodforkids, Wifi, Ambience, Bikeparking, Takeout, Outdoor Seating, Seating",1299 18th street at Texas,94107,2919,7:00 AM-2:00 PM,4:00 PM-10:00 PM,4:00 PM-10:00 PM,4:00 PM-10:00 PM,4:00 PM-1:00 AM,4:00 PM-1:00 AM,4:00 PM-10:00 PM,https://www.yelp.com/biz/plow-san-francisco
Cool Cravings,(415) 771-4900,"Cafes, Delis, Juice Bars & Smoothies",$10-$10,4.5,5/5,5/5,,5/5,"Delivery, Hastv, Wifi, Bikeparking, Takeout, Attire",1635 Divisadero street,94115,3036,6:00 AM-4:00 PM,6:00 AM-4:00 PM,6:00 AM-4:00 PM,6:00 AM-4:00 PM,6:00 AM-4:00 PM,,,https://www.yelp.com/biz/cool-cravings-san-francisco-2
Good Earth Cafe,(415) 362-2822,"Bubble Tea, Cafes",$10-$10,4.0,,5/5,,,"Takeout, Delivery, Wifi",835 Kearny street,94108,1303,,,,,,,,https://www.yelp.com/biz/good-earth-cafe-san-francisco-2
Luv a Java,(415) 401-6444,Coffee & Tea,Inexpensive,4.0,4/5,5/5,,5/5,"Takeout, Delivery, Bikeparking",1300 Dolores street,94110,4319,6:00 AM-4:00 PM,6:00 AM-4:00 PM,6:00 AM-4:00 PM,6:00 AM-4:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,https://www.yelp.com/biz/luv-a-java-san-francisco
SPQR,(415) 771-7779,"Italian, Gluten Free Options, Wine Bars",$21-$60,3.5,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Full Bar",1911 Fillmore street,94115,2706,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,"11:00 AM-2:30 PM, 5:30 PM-10:30 PM","11:00 AM-2:30 PM, 5:30 PM-10:00 PM",http://www.yelp.com/biz/spqr-san-francisco
The Steamin' Burger,(650) 918-4777,"American, Food Trucks, Burgers",$10-$10,4.5,,,,,"Delivery, Goodforkids, Hastv, Wifi, Creditcard, Bikeparking, Takeout, Attire",Mobile Food Truck,94103,,,,,,,,,https://www.yelp.com/biz/the-steamin-burger-san-francisco
Mosu,(415) 735-7303,"Asian, Fusion, American (New), Asian Fusion",$61-$61,4.5,5/5,5/5,,4/5,"Reservations, Takeout, Ambience, Noiselevel",1552 Fillmore street,94115,3516,,5:30 PM-9:00 PM,5:30 PM-9:00 PM,5:30 PM-9:00 PM,5:30 PM-9:00 PM,5:30 PM-9:00 PM,,https://www.yelp.com/biz/mosu-san-francisco
Waystone,,"Salad, Sandwiches, Wine Bars",$11-$30,5.0,4/5,5/5,,4/5,"Delivery, Goodforkids, Hastv, Bikeparking, Takeout","992 Market Street,Market at Golden Gate",94102,,12:00 PM-10:00 PM,12:00 PM-10:00 PM,12:00 PM-10:00 PM,12:00 PM-10:00 PM,12:00 PM-10:00 PM,1:00 PM-8:00 PM,1:00 PM-6:00 PM,https://www.yelp.com/biz/waystone-san-francisco-2
El Taco Loco The Original,(415) 282-7018,Mexican,$10-$10,4.0,,,,,"Delivery, Hastv, Wifi, Bikeparking, Takeout, Parking",3274 24th street,94110,3926,7:00 AM-12:00 AM,7:00 AM-12:00 AM,7:00 AM-12:00 AM,7:00 AM-12:00 AM,7:00 AM-12:00 AM,7:00 AM-12:00 AM,7:00 AM-12:00 AM,https://www.yelp.com/biz/el-taco-loco-the-original-san-francisco
Tekka Japanese Restaurant,(415) 221-8455,"Japanese, Sushi, Sushi Bars",$21-$60,4.0,5/5,5/5,5/5,5/5,"Ambience, Parking",537 Balboa street,94118,3822,6:30 PM-9:00 PM,6:30 PM-9:00 PM,6:30 PM-9:00 PM,6:30 PM-9:00 PM,6:30 AM-9:00 PM,,,http://www.yelp.com/biz/tekka-japanese-restaurant-san-francisco
Nopa,(415) 864-8643,"American, Gluten Free Options, American (New), Modern European",$30-$60,4.0,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Full Bar",560 Divisidero street,94108,,5:00 PM-1:00 AM,5:00 PM-1:00 AM,5:00 PM-1:00 AM,5:00 PM-1:00 AM,5:00 PM-1:00 AM,11:00 AM-1:00 AM,11:00 AM-1:00 AM,http://www.yelp.com/biz/nopa-san-francisco
Ruth's Chris Steak House,(415) 673-0557,"American, Steakhouse, Steakhouses, Wine Bars",$31-$80,4.0,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Private Dining, Reservations, Wheelchair Accessible, Valet Parking, Takeout, Noiselevel, Seating, Full Bar",1601 Van Ness avenue,94109,3608,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,4:30 PM-9:30 PM,http://www.yelp.com/biz/ruths-chris-steak-house-san-francisco
Edinburgh Castle Pub,(415) 885-4074,Pubs,Inexpensive,4.0,,5/5,5/5,5/5,"Takeout, Hastv, Parking",950 Geary street,94109,7002,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,https://www.yelp.com/biz/edinburgh-castle-pub-san-francisco-2
Ilana,(415) 387-2313,"Cafes, Bakeries, Coffee & Tea",$10-$10,4.5,,,,,"Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Takeout",2314 Clement street,94121,1920,6:00 AM-6:00 PM,6:00 AM-6:00 PM,6:00 AM-6:00 PM,6:00 AM-6:00 PM,6:00 AM-6:00 PM,6:00 AM-6:00 PM,6:00 AM-6:00 PM,https://www.yelp.com/biz/ilanas-coffee-san-francisco
Mucky Duck,(415) 661-4340,Bars,Inexpensive,3.5,5/5,5/5,5/5,5/5,"Hastv, Bikeparking, Takeout, Parking",1315 9th avenue,94122,2308,11:00 AM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,https://www.yelp.com/biz/mucky-duck-san-francisco
Frena Bakery,(628) 444-3666,"Bakeries, Kosher, Donuts",$10-$10,4.5,5/5,5/5,,4/5,"Delivery, Wifi, Creditcard, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",132 6th Street,94103,,8:00 AM-8:00 PM,8:00 AM-8:00 PM,8:00 AM-8:00 PM,8:00 AM-8:00 PM,8:00 AM-2:30 PM,,8:00 AM-8:00 PM,https://www.yelp.com/biz/frena-san-francisco
El Tonayense,(415) 282-1103,"Mexican, Food Trucks",$10-$10,4.0,4/5,5/5,4/5,5/5,"Delivery, Hastv, Wifi, Creditcard, Takeout, Attire",2560 Marin street,94124,1015,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,,https://www.yelp.com/biz/el-tonayense-san-francisco-8
Caffe Trieste,(415) 982-2605,"Cafe, Coffee & Tea, Recording & Rehearsal Studios",$20-$20,4.0,4/5,4/5,4.5/5,4/5,"Delivery, Goodforkids, Bikeparking, Wheelchair Accessible, Takeout, Seating",609 Vallejo street,94133,3919,6:30 AM-10:00 PM,6:30 AM-10:00 PM,6:30 AM-10:00 PM,6:30 AM-10:00 PM,6:30 AM-11:00 AM,6:30 AM-11:00 AM,6:30 AM-10:00 PM,https://www.yelp.com/biz/caffe-trieste-san-francisco-5
Pampanguena Cuisine,(415) 586-8899,"Filipino, Seafood, Asian Fusion",$11-$30,4.5,5/5,5/5,4/5,5/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Noiselevel, Attire, Parking",4441 Mission street I jj,94112,1965,,9:00 AM-8:00 PM,9:00 AM-8:00 PM,9:00 AM-8:00 PM,9:00 AM-8:00 PM,9:00 AM-8:00 PM,9:00 AM-7:00 PM,https://www.yelp.com/biz/pampanguena-cuisine-san-francisco
Elsy's Restaurant,(415) 642-0104,Salvadoran,$10-$10,3.5,5/5,4/5,4/5,5/5,"Delivery, Hastv, Wifi, Takeout",2893 Mission street,94110,3907,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,https://www.yelp.com/biz/elsys-restaurant-san-francisco
Michaelis Food Store,,"Grocery, Delis",$10-$10,4.5,5/5,5/5,,5/5,"Delivery, Hastv, Wifi, Bikeparking, Takeout, Attire, Parking",901 North Point Street,94109,,8:00 AM-11:00 PM,8:00 AM-11:00 PM,8:00 AM-11:00 PM,8:00 AM-11:00 PM,8:00 AM-2:00 AM,8:00 AM-2:00 AM,8:00 AM-11:00 PM,https://www.yelp.com/biz/michaelis-food-store-san-francisco
The Big 4,(415) 771-1140,"American, Lounges, American (New), Breakfast & Brunch",$24-$80,4.0,4.5/5,4.5/5,4.5/5,3.5/5,"Accepts Visa, Serves Alcohol, Waitstaff, Hastv, Highchairs Available, Accepts Discover, Accepts Mastercard, Free Wifi, Ambience, Street Parking, Bikeparking, Private Dining, Accepts American Express, Wheelchair Accessible, Takeout, Reservations, Noiselevel, Seating, Validated Parking, Full Bar",1075 California street Scarlet Huntington Hotel,94108,2251,6:30 AM-12:00 AM,6:30 AM-12:00 AM,6:30 AM-12:00 AM,6:30 AM-1:00 PM,6:30 AM-1:00 PM,6:30 AM-1:00 PM,6:30 AM-12:00 AM,https://www.yelp.com/biz/the-big-4-san-francisco
Mission Bar,(415) 647-2300,"Dive Bars, Pubs",Inexpensive,4.0,,,,,"Parking, Bikeparking, Hastv",2695 Mission street,94110,3101,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,2:00 PM-2:00 AM,2:00 PM-2:00 AM,https://www.yelp.com/biz/mission-bar-san-francisco
El Tepa Taqueria,(415) 255-8372,Mexican,$10-$10,4.0,5/5,5/5,,4/5,"Delivery, Hastv, Wifi, Takeout, Parking",2198 Folsom Street,94110,,10:00 AM-8:00 PM,10:00 AM-8:00 PM,10:00 AM-8:00 PM,10:00 AM-8:00 PM,10:00 AM-8:00 PM,11:00 AM-4:00 PM,,https://www.yelp.com/biz/el-tepa-taqueria-san-francisco
Uma Casa,(415) 829-2264,"European, Portuguese",$31-$60,4.5,5/5,5/5,,5/5,"Delivery, Hastv, Wifi, Ambience, Takeout, Noiselevel, Parking",1550 Church street,94131,,,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-11:00 PM,5:00 PM-11:00 PM,5:00 PM-10:00 PM,http://www.yelp.com/biz/uma-casa-san-francisco
Fayala,(415) 757-0444,"Mexican, Mediterranean, French",$10-$10,4.5,5/5,5/5,,5/5,"Alcohol, Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Takeout, Attire, Parking","215 Fremont street Suite 2b, SF",94105,2310,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,,,https://www.yelp.com/biz/fayala-san-francisco-4
