A_id,A_title,A_popularity,A_rating,A_price,A_cuisine,A_phone,A_food_rating,A_service_rating,A_value_rating,A_atmosphere_rating,A_price_range,A_feature,A_mon,A_tue,A_wed,A_thu,A_fri,A_sat,A_sun,A_address,A_description,B_id,B_title,B_yelpPage,B_categories,B_price,B_rating,B_mon,B_tue,B_wed,B_thu,B_fri,B_sat,B_sun,B_addr,B_phone,B_takeout,B_creditCard,B_applePay,B_parking,B_bikeParking,B_outdoorSeating,B_wifi,B_caters,B_reservations,B_delivery,B_goodFor,B_goodForKids,B_goodForGroups,B_attire,B_ambience,B_noiseLevel,B_alcohol,B_hasTV,B_waiterService,B_driveThrough
2317,Etcetera,"#2,318 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,,+1 415-926-5477,5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,,5:00 pm - 12:00 am,5:00 pm - 12:00 am,5:00 pm - 12:00 am,5:00 pm - 12:00 am,5:00 pm - 1:30 am,5:00 pm - 1:30 am,5:00 pm - 11:00 pm,"795 Valencia St,San Francisco, CA 94110-1734","Address:795 Valencia St,San Francisco, CA 94110-1734Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-926-5477trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1075,Etcetera Wine Bar,https://www.yelp.com/ /biz/etcetera-wine-bar-san-francisco,"Wine Bars,American (New),Tapas/Small Plates",$11-30,4.0 star rating,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-1:30 am,5:00 pm-1:30 am,5:00 pm-11:00 pm,"795 Valencia StSan Francisco, CA 94110",(415) 926-5477,No,Yes,No,Street,Yes,Yes,Free,No,No,No,"Dinner, Late Night",No,Yes,Casual,Intimate,Average,Beer & Wine Only,No,Yes,
2319,Ayola,"#2,320 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,Mediterranean,+1 415-348-0808,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,,,11:00 am - 6:00 pm,11:00 am - 6:00 pm,11:00 am - 6:00 pm,11:00 am - 6:00 pm,11:00 am - 6:00 pm,,,"118 New Montgomery St,San Francisco, CA 94105-3603","Address:118 New Montgomery St,San Francisco, CA 94105-3603Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-348-0808trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",686,Ayola,https://www.yelp.com/ /biz/ayola-san-francisco,"Greek,Mediterranean",Under $10,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-3:00 pm,Closed,"118 New Montgomery StSan Francisco, CA 94105",(415) 348-0808,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
2320,La Espiga De Oro,"#2,321 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-826-1363,5 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,6:00 am - 7:00 pm,6:00 am - 7:00 pm,6:00 am - 7:00 pm,6:00 am - 7:00 pm,6:00 am - 7:00 pm,6:00 am - 7:00 pm,6:00 am - 7:00 pm,"2916 24th St,San Francisco, CA 94110-4127","Address:2916 24th St,San Francisco, CA 94110-4127Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-826-1363trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",68,La Espiga De Oro,https://www.yelp.com/ /biz/la-espiga-de-oro-san-francisco,Mexican,Under $10,4.5 star rating,6:00 am-7:30 pm,6:00 am-7:30 pm,6:00 am-7:30 pm,6:00 am-7:30 pm,6:00 am-7:30 pm,6:00 am-7:30 pm,7:00 am-6:00 pm,"2916 24th StSan Francisco, CA 94110",(415) 826-1363,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,"Breakfast, Lunch",Yes,No,Casual,Casual,Average,No,Yes,No,
2322,Hotel Biron,"#2,323 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,French,+1 415-703-0403,4.5 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,4 of 5 bubbles,,,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,"45 Rose St,San Francisco, CA 94102-5917","Address:45 Rose St,San Francisco, CA 94102-5917Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Hayes ValleyNeighborhood: Hayes ValleyPhone Number:+1 415-703-0403trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",977,Hôtel Biron,https://www.yelp.com/ /biz/h%C3%B4tel-biron-san-francisco-2,Wine Bars,Moderate,4.0 star rating,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,"45 Rose StSan Francisco, CA 94102",(415) 703-0403,,Yes,No,Street,Yes,No,,,No,,,,No,,"Casual, Intimate, Romantic",Average,Beer & Wine Only,No,,
2325,Fig & Thistle Wine Bar,"#2,326 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,Wine Bar,+1 415-617-9825,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,4:00 pm - 12:00 am,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,"313 Ivy St,San Francisco, CA 94102-4310","Address:313 Ivy St,San Francisco, CA 94102-4310Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Hayes ValleyNeighborhood: Hayes ValleyPhone Number:+1 415-617-9825trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1132,Fig &amp; Thistle,https://www.yelp.com/ /biz/fig-and-thistle-san-francisco-2,Wine Bars,Moderate,4.0 star rating,4:00 pm-10:30 pm,4:00 pm-10:30 pm,4:00 pm-10:30 pm,4:00 pm-10:30 pm,4:00 pm-12:00 am,4:00 pm-12:00 am,3:00 pm-9:30 pm,"313 Ivy StSan Francisco, CA 94102",(415) 589-7005,,Yes,,Street,Yes,No,,,No,,,,No,,Intimate,Average,Beer & Wine Only,No,,
2330,Ali Baba's Cave,"#2,331 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Lebanese,Mediterranean,Middle Eastern, Egyptian",+1 415-863-3054,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$20,,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"799 Valencia St,San Francisco, CA 94110","Address:799 Valencia St,San Francisco, CA 94110Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-863-3054trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",758,Ali Baba’s Cave,https://www.yelp.com/ /biz/ali-babas-cave-san-francisco,"Fast Food,Mediterranean",Under $10,3.5 star rating,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,"799 Valencia StSan Francisco, CA 94110",(415) 863-3054,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Divey,Average,No,No,No,No
2334,Rhea's Deli,"#2,335 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-282-5255,4.5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,2 of 5 bubbles,,,11:30 am - 5:00 pm,11:30 am - 5:00 pm,11:30 am - 5:00 pm,11:30 am - 5:00 pm,11:30 am - 6:00 pm,11:30 am - 6:00 pm,11:30 am - 6:00 pm,"800 Valencia St,San Francisco, CA 94110-1737","Address:800 Valencia St,San Francisco, CA 94110-1737Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-282-5255trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",47,Rhea’s Deli &amp; Market,https://www.yelp.com/ /biz/rheas-deli-and-market-san-francisco,"Delis,Sandwiches",Under $10,4.0 star rating,11:30 am-5:00 pm,11:30 am-5:00 pm,11:30 am-5:00 pm,11:30 am-5:00 pm,11:30 am-6:00 pm,11:30 am-6:00 pm,11:30 am-6:00 pm,"800 Valencia StSan Francisco, CA 94110",(415) 282-5255,Yes,Yes,No,Street,Yes,No,No,No,Yes,Yes,Lunch,Yes,No,Casual,Casual,Average,Full Bar,No,No,
2336,The Red Jack Saloon,"#2,337 of 4,344 Restaurants in San Francisco",3.5 of 5 bubbles,$,American,,3 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,,Seating,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 12:00 am,10:00 am - 12:00 am,"131 Bay St,San Francisco, CA 94133-2064","Address:131 Bay St,San Francisco, CA 94133-2064Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HilltrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",866,The Red Jack Saloon,https://www.yelp.com/ /biz/the-red-jack-saloon-san-francisco,"Sports Bars,Dive Bars",Inexpensive,4.0 star rating,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,9:30 am-2:00 am,"131 Bay StSan Francisco, CA 94133",(415) 989-0700,,Yes,No,Street,Yes,No,,,No,,,,Yes,,Casual,Average,Full Bar,Yes,,
2340,Art's Cafe,"#2,341 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Cafe,American,Delicatessen, Diner",+1 415-665-7440,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,$6 -$6,Takeout,9:00 am - 12:00 am,9:00 am - 12:00 am,9:00 am - 12:00 am,9:00 am - 12:00 am,9:00 am - 12:00 am,9:00 am - 12:00 am,9:00 am - 12:00 am,"747 Irving St,San Francisco, CA 94122-2409","Address:747 Irving St,San Francisco, CA 94122-2409Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SunsetNeighborhood: SunsetPhone Number:+1 415-665-7440trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",89,Art’s Cafe,https://www.yelp.com/ /biz/arts-cafe-san-francisco,"Diners,Korean,American (Traditional)",Under $10,4.0 star rating,Closed,7:00 am-2:30 pm,7:00 am-2:30 pm,7:00 am-2:30 pm,7:00 am-2:30 pm,7:00 am-3:30 pm,7:30 am-3:00 pm,"747 Irving StSan Francisco, CA 94122",(415) 665-7440,Yes,No,No,Street,Yes,No,No,No,No,No,"Breakfast, Brunch",Yes,No,Casual,Casual,Average,No,No,Yes,
2344,Casa Mexicana,"#2,345 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,Mexican,+1 415-551-2272,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,10:00 am - 12:00 am,10:00 am - 12:00 am,10:00 am - 12:00 am,10:00 am - 12:00 am,10:00 am - 12:00 am,10:00 am - 12:00 am,10:00 am - 12:00 am,"180 Church St,San Francisco, CA 94114-1111","Address:180 Church St,San Francisco, CA 94114-1111Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The CastroNeighborhood: The CastroPhone Number:+1 415-551-2272trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",620,Casa Mexicana,https://www.yelp.com/ /biz/casa-mexicana-san-francisco,Mexican,Under $10,3.5 star rating,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,"180 Church StSan Francisco, CA 94114",(415) 551-2272,Yes,Yes,No,Street,Yes,No,No,No,No,No,Lunch,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,Yes,No,
2347,The Stud Bar,"#2,348 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-863-6623,,,,,,,,12:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 3:00 am,5:00 pm - 3:00 am,5:00 pm - 2:00 am,5:00 pm - 12:00 am,"399 9th St,San Francisco, CA 94103-3831","Address:399 9th St,San Francisco, CA 94103-3831Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-863-6623trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",678,The Stud,https://www.yelp.com/ /biz/the-stud-san-francisco,"Gay Bars,Dance Clubs",Inexpensive,4.0 star rating,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,"399 9th StSan Francisco, CA 94103",(415) 863-6623,,No,No,Street,Yes,No,,,No,,,,Yes,,Divey,Very Loud,Full Bar,No,,
2348,New Eritrea Restaurant,"#2,349 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"African,Ethiopian,Vegetarian Friendly",+1 415-681-1288,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,$15 -$15,"Seating, Reservations",5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 10:00 pm,"907 Irving St,San Francisco, CA 94122-2206","Address:907 Irving St,San Francisco, CA 94122-2206Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SunsetNeighborhood: SunsetPhone Number:+1 415-681-1288trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1076,New Eritrea Restaurant &amp; Bar,https://www.yelp.com/ /biz/new-eritrea-restaurant-and-bar-san-francisco,"Ethiopian,Vegetarian",$11-30,4.0 star rating,4:00 pm-10:00 pm,4:00 pm-10:00 pm,4:00 pm-10:00 pm,4:00 pm-10:00 pm,4:00 pm-10:00 pm,4:00 pm-10:00 pm,4:00 pm-9:00 pm,"907 Irving StSan Francisco, CA 94122",(415) 681-1288,Yes,Yes,No,Street,Yes,No,No,Yes,Yes,No,Dinner,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Yes,
2350,Huli Huli Hawaiian Grill,"#2,351 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,Hawaiian,+1 415-970-1990,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,,,,,,,,,,"4100 3rd St,San Francisco, CA 94124-2130","Address:4100 3rd St,San Francisco, CA 94124-2130Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-970-1990trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",468,Huli Huli Hawaiian Grill,https://www.yelp.com/ /biz/huli-huli-hawaiian-grill-san-francisco-2,"Hawaiian,Breakfast & Brunch",Under $10,4.5 star rating,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,Closed,Closed,"4100 3rd StSan Francisco, CA 94124",(415) 970-1990,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,No,"Breakfast, Brunch, Lunch",Yes,Yes,Casual,Casual,Average,No,No,No,
2356,Hot Sauce and Panko,"#2,357 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-359-1908,,,,,,,,,,,,,,"1468 Hyde St,San Francisco, CA 94109-3106(Formerly U-Lee Restaurant)","Address:1468 Hyde St,San Francisco, CA 94109-3106(Formerly U-Lee Restaurant)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-359-1908trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",136,Hot Sauce and Panko,https://www.yelp.com/ /biz/hot-sauce-and-panko-san-francisco,"Chicken Wings,Specialty Food",Under $10,4.5 star rating,Closed,Closed,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-5:00 pm,"1468 Hyde StSan Francisco, CA 94109",(415) 359-1908,Yes,Yes,Yes,Street,Yes,No,No,Yes,No,Yes,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
2360,Mr Pickles Sandwich Shop,"#2,361 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-826-0143,5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,3.5 of 5 bubbles,,,9:00 am - 7:00 pm,9:00 am - 7:00 pm,9:00 am - 7:00 pm,9:00 am - 7:00 pm,9:00 am - 7:00 pm,10:00 am - 5:00 pm,11:00 am - 5:00 pm,"3380 20th St,San Francisco, CA 94110-2678","Address:3380 20th St,San Francisco, CA 94110-2678Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-826-0143trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",196,Mr. Pickle’s Sandwich Shop,https://www.yelp.com/ /biz/mr-pickles-sandwich-shop-san-francisco,"Sandwiches,Salad",Under $10,4.0 star rating,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,10:00 am-5:00 pm,11:00 am-5:00 pm,"3380 20th StSan Francisco, CA 94110",(415) 826-0143,Yes,No,No,Street,Yes,No,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,,Yes,No,
2363,Internos Wine Cafe,"#2,364 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,,+1 415-751-2661,4.5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,4:00 pm - 1:00 am,4:00 pm - 1:00 am,4:00 pm - 1:00 am,,"3240 Geary Blvd,San Francisco, CA 94118-3319","Address:3240 Geary Blvd,San Francisco, CA 94118-3319Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-751-2661trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1223,Internos Wine Cafe,https://www.yelp.com/ /biz/internos-wine-cafe-san-francisco,Wine Bars,Moderate,4.0 star rating,4:00 pm-11:00 pm,4:00 pm-11:00 pm,4:00 pm-11:00 pm,4:00 pm-12:00 am,4:00 pm-1:00 am,4:00 pm-1:00 am,Closed,"3240 Geary BlvdSan Francisco, CA 94118",(415) 751-2661,,Yes,No,Street,No,No,,,Yes,,,,Yes,,Casual,Average,Beer & Wine Only,Yes,,
2376,Working Girls' Cafe,"#2,377 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-537-1170,4 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,8:00 am - 6:00 pm,9:00 am - 6:00 pm,"122 New Montgomery St,San Francisco, CA 94105-3603","Address:122 New Montgomery St,San Francisco, CA 94105-3603Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-537-1170trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",732,Working Girls’ Cafe,https://www.yelp.com/ /biz/working-girls-cafe-san-francisco-3,"Sandwiches,Salad,Breakfast & Brunch",Under $10,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,Closed,Closed,"122 New Montgomery StSan Francisco, CA 94105",(415) 537-1170,Yes,Yes,No,Street,Yes,Yes,,Yes,No,Yes,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
238,Thanh Long,"#239 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Seafood,Asian,Vietnamese",+1 415-665-1146,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$40,"Takeout, Reservations, Seating, Waitstaff, Valet Parking, Serves Alcohol, Full Bar, Wheelchair Accessible",5:00 pm - 9:30 pm,5:00 pm - 9:30 pm,5:00 pm - 9:30 pm,5:00 pm - 9:30 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 9:30 pm,"4101 Judah St,San Francisco, CA 94122-1124","Address:4101 Judah St,San Francisco, CA 94122-1124Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SunsetNeighborhood: SunsetPhone Number:+1 415-665-1146trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1406,Thanh Long,http://www.yelp.com/ /biz/thanh-long-san-francisco,"Seafood,Vietnamese",$31-60,4.0 star rating,Closed,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:00 pm,"4101 Judah StSan Francisco, CA 94122",(415) 665-1146,Yes,Yes,No,Street,No,No,No,No,Yes,No,Dinner,Yes,Yes,Casual,Casual,Average,Full Bar,No,Yes,
2381,Topsy's,"#2,382 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,,+1 415-757-0290,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,,"260 Kearny St,San Francisco, CA 94108-4538","Address:260 Kearny St,San Francisco, CA 94108-4538Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-757-0290trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1085,Topsy’s Fun House,https://www.yelp.com/ /biz/topsys-fun-house-san-francisco,"Cocktail Bars,Lounges",Moderate,4.5 star rating,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,5:00 pm-2:00 am,2:00 pm-9:00 pm,"260 Kearny StSan Francisco, CA 94108",(415) 757-0290,,Yes,No,Street,Yes,Yes,,,Yes,,,,Yes,,Trendy,Average,Full Bar,Yes,,
2394,Underdog,"#2,395 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Fast Food,American,Vegetarian Friendly,Vegan Options",+1 415-665-8881,5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,"Takeout, Seating",11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 9:00 pm,"1634 Irving Street,San Francisco, CA 94122,San Francisco, CA 94122-1814","Address:1634 Irving Street,San Francisco, CA 94122,San Francisco, CA 94122-1814Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SunsetNeighborhood: SunsetPhone Number:+1 415-665-8881trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",239,Underdog,https://www.yelp.com/ /biz/underdog-san-francisco,"Hot Dogs,American (Traditional),Breakfast & Brunch",Under $10,4.0 star rating,Closed,Closed,Closed,,,,,"1634 Irving StSan Francisco, CA 94122",(415) 665-8881,Yes,Yes,No,Street,Yes,Yes,Free,Yes,Yes,Yes,Lunch,Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,
24,Fino Bar & Ristorante,"#25 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,Italian,+1 415-928-2080,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,$25 -$100,"Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 9:30 pm,"624 Post St,San Francisco, CA 94109-8222","Address:624 Post St,San Francisco, CA 94109-8222Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-928-2080trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1203,Fino Ristorante &amp; Bar,https://www.yelp.com/ /biz/fino-ristorante-and-bar-san-francisco,Italian,$11-30,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-9:30 pm,"624 Post StSan Francisco, CA 94109",(415) 928-2080,No,Yes,No,Street,No,No,No,No,Yes,No,Dinner,No,Yes,Casual,Romantic,Average,Full Bar,No,Yes,
